Name,RA,Dec,Con,OT,Mag,Other
Messier 24,274.037500,-18.483333,SGR,SC,4.60,
Messier 40,185.516667,58.083333,UMA,DS,8.40,
Messier 73,314.537500,-12.633333,AQR,AS,9.00,NGC 6994
