Name,RA,Dec,Con,OT,Mag,Other
SDSS J154324.58+490254.9,235.852422,49.048598,BOO,DQ,22.50,z=4.09
SDSS J154328.13+192934.4,235.867215,19.492897,SER,DQ,23.10,z=4.255
SDSS J154331.51+491128.8,235.881320,49.191347,BOO,DQ,23.70,z=4.471
SDSS J154339.63+233758.1,235.915134,23.632811,SER,DQ,22.50,z=4.07
PSS J1543+3417,235.918247,34.295683,CRB,DQ,21.60,z=4.416
SDSS J154352.92+333759.5,235.970536,33.633211,CRB,DQ,22.70,z=4.575
SDSS J154508.25+242846.1,236.284407,24.479486,SER,DQ,23.70,z=4.525
SDSS J154559.64+401506.7,236.498506,40.251871,BOO,DQ,22.00,z=4.104
SDSS J154606.79+465614.5,236.528298,46.937381,BOO,DQ,20.60,z=4.165
SDSS J154612.86+082109.2,236.553589,8.352574,SER,DQ,23.90,z=4.225
SDSS J154629.70+191435.7,236.623786,19.243261,SER,DQ,22.90,z=4.018
SDSS J154633.95+360343.7,236.641474,36.062154,CRB,DQ,21.60,z=4.111000000000001
SDSS J154633.96+315358.4,236.641510,31.899565,CRB,DQ,21.80,z=4.065
SDSS J154650.26+374331.4,236.709448,37.725390,CRB,DQ,21.10,z=4.086
SDSS J154729.78+035416.4,236.874114,3.904578,SER,DQ,21.30,z=4.043
SDSS J154730.09+064709.7,236.875378,6.786054,SER,DQ,23.00,z=4.342
SDSS J154734.94+444652.4,236.895623,44.781239,BOO,DQ,23.50,z=4.565
SDSS J154739.64+483319.5,236.915192,48.555444,BOO,DQ,22.90,z=4.31
SDSS J154824.01+333500.1,237.100055,33.583363,CRB,DQ,23.00,z=4.678
SDSS J154837.08+323151.1,237.154522,32.530870,CRB,DQ,23.50,z=4.246
SDSS J154900.17+263233.4,237.250718,26.542628,CRB,DQ,22.80,z=4.09
SDSS J154912.59+282002.1,237.302497,28.333937,CRB,DQ,23.20,z=4.3839999999999995
SDSS J155017.30+111213.7,237.572111,11.203817,SER,DQ,22.60,z=4.2010000000000005
SDSS J155022.18+391839.2,237.592445,39.310898,CRB,DQ,22.70,z=4.38
SDSS J155051.20+110418.9,237.713353,11.071929,SER,DQ,23.50,z=4.545
SDSS J155119.50+513358.5,237.831256,51.566269,DRA,DQ,22.10,z=4.067
SDSS J155201.68+043933.0,238.007009,4.659168,SER,DQ,21.70,z=4.09
SDSS J155247.93+210054.8,238.199729,21.015248,SER,DQ,22.00,z=4.26
SDSS J155255.38+145432.9,238.230787,14.909153,SER,DQ,21.10,z=4.099
SDSS J155319.11+325957.4,238.329644,32.999287,CRB,DQ,23.90,z=4.785
SDSS J155343.11+500257.4,238.429631,50.049301,HER,DQ,21.30,z=4.277
SDSS J155405.25+204049.5,238.521904,20.680422,SER,DQ,21.90,z=4.141
SDSS J155426.15+193703.0,238.608999,19.617510,SER,DQ,20.60,z=4.612
SDSS J155437.34+210057.0,238.655595,21.015859,SER,DQ,22.10,z=4.102
SDSS J155442.53+045520.6,238.677218,4.922392,SER,DQ,21.50,z=4.026
SDSS J155452.51+185920.0,238.718797,18.988913,SER,DQ,22.50,z=4.067
PSS J1555+2003,238.760612,20.056975,SER,DQ,20.90,z=4.209
SDSS J155617.67+071044.1,239.073631,7.178919,SER,DQ,21.80,z=4.073
SDSS J155631.73+205701.9,239.132236,20.950529,SER,DQ,22.90,z=4.46
SDSS J155653.70+613249.3,239.223753,61.547033,DRA,DQ,21.70,z=4.175
SDSS J155735.42+273004.6,239.397624,27.501284,CRB,DQ,21.70,z=4.037
SDSS J155738.40+232057.4,239.410014,23.349287,SER,DQ,21.30,z=4.124
SDSS J155759.32+220823.1,239.497207,22.139768,SER,DQ,21.20,z=4.006
SDSS J155813.84+313101.4,239.557686,31.517056,CRB,DQ,22.40,z=4.173
SDSS J155909.32+561840.8,239.788839,56.311361,DRA,DQ,21.30,z=4.087
SDSS J160023.14+182706.8,240.096431,18.451897,SER,DQ,22.60,z=4.103
SDSS J160031.73+210251.1,240.132223,21.047552,HER,DQ,23.40,z=4.395
SDSS J160120.10+374948.8,240.333777,37.830236,CRB,DQ,22.60,z=4.4
SDSS J160205.30+374605.5,240.522116,37.768219,CRB,DQ,22.90,z=4.418
SDSS J160207.96+523717.9,240.533180,52.621642,DRA,DQ,23.90,z=4.914
BR J1603+0721,240.837029,7.351252,SER,DQ,20.70,z=4.416
SDSS J160326.03+121726.5,240.858467,12.290704,SER,DQ,21.30,z=4.069
SDSS J160336.65+350824.3,240.902711,35.140085,CRB,DQ,21.10,z=4.455
SDSS J160354.70+155317.1,240.977931,15.888105,HER,DQ,23.60,z=4.062
SDSS J160420.32+504737.0,241.084692,50.793616,HER,DQ,23.20,z=4.664
SDSS J160447.18+241431.4,241.196595,24.242063,SER,DQ,23.20,z=4.024
SDSS J160516.16+210638.5,241.317334,21.110709,HER,DQ,22.10,z=4.486000000000001
SDSS J160528.21+272854.4,241.367547,27.481803,CRB,DQ,22.40,z=4.024
SDSS J160641.00+291919.2,241.670849,29.322025,CRB,DQ,21.40,z=4.146
SDSS J160651.01+085037.5,241.712542,8.843754,SER,DQ,23.70,z=4.542
SDSS J160730.00+281336.9,241.875041,28.226926,CRB,DQ,21.90,z=4.006
SDSS J160734.22+160417.4,241.892612,16.071510,HER,DQ,23.60,z=4.76
SDSS J160747.24+162123.5,241.946873,16.356545,HER,DQ,23.70,z=4.228
SDSS J160759.73+315537.6,241.998899,31.927125,CRB,DQ,22.10,z=4.195
SDSS J160828.42+104228.2,242.118442,10.707838,SER,DQ,21.40,z=4.06
SDSS J160829.81+212321.6,242.124239,21.389336,HER,DQ,22.40,z=4.155
SDSS J160906.58+364717.1,242.277441,36.788095,CRB,DQ,23.30,z=4.2330000000000005
SDSS J160911.30+320555.2,242.297094,32.098673,CRB,DQ,22.70,z=4.0280000000000005
SDSS J160941.79+425157.9,242.424127,42.866090,HER,DQ,20.10,z=4.105
SDSS J160953.77+474544.2,242.474061,47.762292,HER,DQ,22.80,z=4.263
SDSS J161001.03+305402.7,242.504327,30.900751,CRB,DQ,21.20,z=4.061
SDSS J161105.64+084435.4,242.773533,8.743173,HER,DQ,20.80,z=4.548
SDSS J161119.57+441144.0,242.831551,44.195563,HER,DQ,21.60,z=4.005
SDSS J161121.27+190522.0,242.838640,19.089451,HER,DQ,20.90,z=4.032
SDSS J161216.75+470253.6,243.069807,47.048231,HER,DQ,21.60,z=4.35
SDSS J161317.33+185340.3,243.322247,18.894553,HER,DQ,23.40,z=4.39
SDSS J161333.49+195333.8,243.389568,19.892731,HER,DQ,22.90,z=4.2589999999999995
SDSS J161335.16+114212.0,243.396518,11.703347,HER,DQ,23.00,z=4.019
SDSS J161451.02+233929.9,243.712606,23.658320,HER,DQ,23.10,z=4.391
PSS J1615+1803,243.845234,18.065644,HER,DQ,20.90,z=4.005
SDSS J161538.11+430301.2,243.908825,43.050336,HER,DQ,21.60,z=4.1
SDSS J161559.52+233203.9,243.998027,23.534438,HER,DQ,21.00,z=4.115
SDSS J161616.26+513336.9,244.067778,51.560263,DRA,DQ,22.70,z=4.526
SDSS J161618.08+122351.5,244.075339,12.397644,HER,DQ,22.10,z=4.293
SDSS J161622.10+050127.7,244.092105,5.024374,HER,DQ,22.60,z=4.872
SDSS J161626.65+122625.6,244.111050,12.440450,HER,DQ,22.40,z=4.2989999999999995
SDSS J161629.55+254511.6,244.123159,25.753229,HER,DQ,22.30,z=4.033
SDSS J161701.17+163615.7,244.254894,16.604362,HER,DQ,22.20,z=4.465
SDSS J161723.33+160905.4,244.347215,16.151516,HER,DQ,22.50,z=4.045
PSS J1618+4125,244.594834,41.432862,HER,DQ,20.20,z=4.223
SDSS J161859.06+263000.3,244.746101,26.500093,HER,DQ,23.40,z=4.553999999999999
SDSS J161916.80+204101.7,244.820037,20.683826,HER,DQ,21.90,z=4.029
SDSS J161931.58+123844.4,244.881624,12.645694,HER,DQ,23.80,z=4.77
SDSS J161936.67+164804.6,244.902811,16.801286,HER,DQ,22.80,z=4.331
SDSS J162007.15+374721.7,245.029833,37.789382,CRB,DQ,23.40,z=4.438
SDSS J162027.87+300003.5,245.116157,30.000978,CRB,DQ,22.90,z=4.154
SDSS J162048.74+002005.7,245.203095,0.334932,SER,DQ,22.00,z=4.103
SDSS J162049.07+512527.3,245.204483,51.424253,DRA,DQ,21.50,z=4.032
SDSS J162052.58+260136.7,245.219099,26.026878,HER,DQ,22.10,z=4.021
SDSS J162159.10+311005.7,245.496253,31.168264,CRB,DQ,23.40,z=4.611000000000001
SDSS J162200.62+263925.1,245.502597,26.656976,HER,DQ,23.40,z=4.375
SDSS J162246.91+390220.8,245.695474,39.039121,CRB,DQ,22.00,z=4.03
SDSS J162257.91+220524.9,245.741324,22.090259,HER,DQ,23.00,z=4.037
SDSS J162321.15+282814.2,245.838151,28.470627,CRB,DQ,22.60,z=4.216
SDSS J162445.03+271418.7,246.187663,27.238552,CRB,DQ,20.80,z=4.5
SDSS J162502.77+305210.0,246.261566,30.869464,HER,DQ,22.70,z=4.333
SDSS J162509.67+312714.2,246.290313,31.453955,HER,DQ,22.80,z=4.0969999999999995
SDSS J162522.37+123320.0,246.343226,12.555562,HER,DQ,23.10,z=4.418
SDSS J162539.84+251558.8,246.416035,25.266339,HER,DQ,20.80,z=4.147
SDSS J162542.13+310459.2,246.425578,31.083132,HER,DQ,21.90,z=4.077
SDSS J162623.38+484136.4,246.597429,48.693463,HER,DQ,22.90,z=4.843
SDSS J162704.10+374509.0,246.767090,37.752517,HER,DQ,23.70,z=4.27
SDSS J162716.69+555337.0,246.819547,55.893624,DRA,DQ,21.80,z=4.073
QPQ6 J162737.24+460609.3,246.905167,46.102583,HER,DQ,21.60,z=4.11
SDSS J162754.76+211631.9,246.978186,21.275541,HER,DQ,21.30,z=4.101
SDSS J162825.26+461631.1,247.105285,46.275324,HER,DQ,21.90,z=4.003
SDSS J162840.62+204546.1,247.169280,20.762807,HER,DQ,23.40,z=4.47
SDSS J162844.07+200039.7,247.183643,20.011035,HER,DQ,20.20,z=4.249
SDSS J162852.19+174013.4,247.217468,17.670392,HER,DQ,21.80,z=4.003
SDSS J162916.16+333714.5,247.317363,33.620718,HER,DQ,21.60,z=4.405
SDSS J163009.32+280421.5,247.538863,28.072647,HER,DQ,20.30,z=4.0569999999999995
SDSS J163016.99+193954.3,247.570805,19.665107,HER,DQ,21.30,z=4.148
SDSS J163059.03+450717.3,247.745960,45.121496,HER,DQ,22.00,z=4.14
SDSS J163112.11+351845.4,247.800468,35.312618,HER,DQ,21.90,z=4.115
SDSS J163213.31+333733.1,248.055498,33.625873,HER,DQ,22.90,z=4.164
SDSS J163257.06+441110.2,248.237778,44.186184,HER,DQ,20.60,z=4.103
PSS J1633+1411,248.331790,14.195019,HER,DQ,21.40,z=4.3839999999999995
SDSS J163332.87+314649.4,248.386976,31.780392,HER,DQ,20.70,z=4.012
SDSS J163411.81+215325.0,248.549249,21.890301,HER,DQ,21.20,z=4.56
SDSS J163423.72+282031.9,248.598854,28.342203,HER,DQ,20.70,z=4.0760000000000005
SDSS J163506.33+181715.8,248.776381,18.287739,HER,DQ,21.90,z=4.005
SDSS J163636.92+315717.1,249.153872,31.954758,HER,DQ,22.30,z=4.545
SDSS J163647.19+382031.3,249.196628,38.342046,HER,DQ,21.20,z=4.2010000000000005
SDSS J163655.17+322828.7,249.229899,32.474641,HER,DQ,22.60,z=4.095
SDSS J163701.76+132949.2,249.257335,13.497026,HER,DQ,22.70,z=4.239
SDSS J163710.74+443659.5,249.294783,44.616545,HER,DQ,22.80,z=4.194
SDSS J163804.10+365612.8,249.517085,36.936906,HER,DQ,21.00,z=4.034
SDSS J164113.75+134158.8,250.307317,13.699693,HER,DQ,21.20,z=4.114
SDSS J164146.27+290148.6,250.442801,29.030167,HER,DQ,21.60,z=4.1530000000000005
SDSS J164313.06+522055.2,250.804456,52.348671,DRA,DQ,22.50,z=4.276
SDSS J164336.63+225207.4,250.902625,22.868744,HER,DQ,22.00,z=4.09
SDSS J164409.46+495856.3,251.039422,49.982314,HER,DQ,21.90,z=4.33
SDSS J164428.81+424201.6,251.120049,42.700451,HER,DQ,22.50,z=4.055
SDSS J164430.21+173545.3,251.125891,17.595921,HER,DQ,22.90,z=4.2410000000000005
SDSS J164640.07+241319.7,251.666994,24.222159,HER,DQ,21.90,z=4.0680000000000005
SDSS J164655.38+311630.5,251.730770,31.275154,HER,DQ,23.50,z=4.611000000000001
PSS J1646+5514,251.735000,55.246111,DRA,DQ,20.60,z=4.037
SDSS J164739.64+343608.6,251.915191,34.602399,HER,DQ,21.20,z=4.02
SDSS J164829.70+350158.9,252.123792,35.033022,HER,DQ,20.80,z=4.075
SDSS J164934.13+334214.9,252.392220,33.704139,HER,DQ,21.40,z=4.202
SDSS J165051.24+311851.9,252.713507,31.314424,HER,DQ,21.70,z=4.164
SDSS J165202.23+383435.7,253.009311,38.576605,HER,DQ,22.80,z=4.127
SDSS J165248.64+174345.7,253.202671,17.729370,HER,DQ,23.60,z=4.57
SDSS J165354.61+405402.2,253.477569,40.900615,HER,DQ,23.80,z=4.96
SDSS J165412.23+254227.8,253.550975,25.707734,HER,DQ,23.20,z=4.112
SDSS J165436.85+222733.8,253.653559,22.459390,HER,DQ,21.90,z=4.696000000000001
SDSS J165539.74+283406.7,253.915607,28.568550,HER,DQ,23.00,z=4.048
SDSS J170033.94+190309.3,255.141421,19.052597,HER,DQ,22.20,z=4.018
SDSS J170248.55+314047.9,255.702327,31.679997,HER,DQ,21.80,z=4.362
SDSS J170804.91+602201.9,257.020461,60.367222,DRA,DQ,22.50,z=4.402
SDSS J170952.20+332905.9,257.467524,33.484988,HER,DQ,21.10,z=4.24
SDSS J171014.51+592326.4,257.560493,59.390684,DRA,DQ,22.40,z=4.493
SDSS J171216.50+440742.7,258.068784,44.128545,HER,DQ,22.20,z=4.069
SDSS J171224.91+560624.9,258.103811,56.106921,DRA,DQ,23.00,z=4.22
FIRST J17139+4218,258.483954,42.302367,HER,DQ,22.70,z=4.249
SDSS J171402.18+410026.9,258.509111,41.007479,HER,DQ,23.10,z=4.05
SPIT J17149+5937,258.734406,59.616913,DRA,DQ,22.10,z=4.0280000000000005
SDSS J171509.96+294555.0,258.791526,29.765289,HER,DQ,23.20,z=4.5360000000000005
PSS J1715+3809,258.914444,38.152778,HER,DQ,21.50,z=4.52
SDSS J171652.78+272005.4,259.219950,27.334853,HER,DQ,22.60,z=4.131
SDSS J171808.65+551511.1,259.536079,55.253096,DRA,DQ,23.70,z=4.619
SDSS J171941.01+304918.7,259.920908,30.821879,HER,DQ,21.60,z=4.19
SDSS J172007.19+602824.0,260.029972,60.473336,DRA,DQ,23.00,z=4.423
SDSS J172026.69+310431.6,260.111228,31.075464,HER,DQ,23.90,z=4.62
PSS J1721+3256,260.277674,32.943411,HER,DQ,20.60,z=4.0489999999999995
SDSS J172232.31+282523.2,260.634633,28.423126,HER,DQ,21.20,z=4.086
PSS J1723+2243,260.846389,22.732500,HER,DQ,20.70,z=4.52
SDSS J172326.68+262055.7,260.861199,26.348827,HER,DQ,23.80,z=4.771
BR J2017-4019,304.321389,-40.323333,SGR,DQ,22.10,z=4.131
HRQC J203957.78+004519.4,309.990750,0.755389,AQR,DQ,23.40,z=4.97
SDSS J204421.51-052521.8,311.089625,-5.422734,AQR,DQ,22.50,z=4.328
SDSS J204941.58-004051.3,312.423281,-0.680922,AQR,DQ,21.70,z=4.191
SDSS J205316.76+005920.9,313.319868,0.989158,AQR,DQ,22.20,z=4.2989999999999995
SDSS J205509.48-071748.6,313.789541,-7.296838,AQR,DQ,20.70,z=4.008
SDSS J205724.14-003018.7,314.350623,-0.505208,AQR,DQ,22.00,z=4.663
SDSS J210155.44-062711.7,315.481025,-6.453277,AQR,DQ,22.60,z=4.343
SDSS J210216.52+104906.6,315.568851,10.818516,EQU,DQ,21.30,z=4.1819999999999995
SDSS J211450.33-063257.0,318.709745,-6.549192,AQR,DQ,20.50,z=4.236000000000001
HRQC J211547.22+003123.8,318.946750,0.523278,AQR,DQ,23.90,z=4.84
SDSS J211637.30+085302.3,319.155422,8.883996,EQU,DQ,22.80,z=4.027
SDSS J211729.28-004810.8,319.372014,-0.803027,AQR,DQ,22.30,z=4.035
HRQC J211812.73-000350.7,319.553042,-0.064083,AQR,DQ,23.70,z=5.46
SDSS J211837.60-000418.2,319.656692,-0.071724,AQR,DQ,22.10,z=4.075
PSS J2122-0014,320.530675,-0.246011,AQR,DQ,21.40,z=4.13
SDSS J212336.02+005616.3,320.900123,0.937864,AQR,DQ,22.90,z=4.316
SDSS J212426.45+063555.4,321.110236,6.598748,EQU,DQ,22.50,z=4.007
SDSS J212744.12+005720.3,321.933860,0.955640,AQR,DQ,23.70,z=4.35
SDSS J213112.19+043412.4,322.800827,4.570133,PEG,DQ,22.20,z=4.37
PSS J2132+0106,323.180266,1.109406,AQR,DQ,21.00,z=4.031000000000001
TEX 2131-045,323.550000,-4.319444,AQR,DQ,20.20,z=4.334
SDSS J213429.47+003118.3,323.622817,0.521772,AQR,DQ,22.10,z=4.172
SDSS J213704.98+081729.1,324.270762,8.291441,PEG,DQ,23.40,z=4.03
SDSS J214045.65+091859.6,325.190249,9.316564,PEG,DQ,21.00,z=4.046
SDSS J214217.26+000819.8,325.571942,0.138835,AQR,DQ,22.60,z=4.072
SDSS J214453.09+043410.0,326.221237,4.569462,PEG,DQ,21.80,z=4.1080000000000005
SDSS J214708.59-023134.3,326.785827,-2.526209,AQR,DQ,22.80,z=4.069
SDSS J214725.71-083834.6,326.857133,-8.642971,CAP,DQ,21.50,z=4.588
SDSS J214755.49+045716.6,326.981233,4.954626,PEG,DQ,23.40,z=4.0760000000000005
PSS J2154+0335,328.528056,3.594444,PEG,DQ,20.90,z=4.363
HRQC J215445.28+000421.7,328.688667,0.072694,AQR,DQ,23.60,z=4.74
PSS J2155+1358,328.758333,13.973889,PEG,DQ,20.10,z=4.256
SDSS J215536.17+090309.3,328.900710,9.052594,PEG,DQ,23.30,z=4.027
SDSS J215601.99-010258.5,329.008303,-1.049601,AQR,DQ,22.90,z=4.14
SDSS J215746.24+001701.0,329.442695,0.283613,AQR,DQ,22.40,z=4.155
SDSS J215817.61-010555.0,329.573397,-1.098611,AQR,DQ,21.60,z=4.13
SDSS J220233.79+262541.1,330.640810,26.428099,PEG,DQ,21.20,z=4.024
SDSS J220237.95-010217.9,330.658146,-1.038318,AQR,DQ,23.00,z=4.102
SDSS J220307.39-004612.1,330.780808,-0.770028,AQR,DQ,21.00,z=4.147
SDSS J220402.13-084943.5,331.008906,-8.828755,AQR,DQ,22.50,z=4.448
SDSS J220407.49+054018.5,331.031221,5.671823,PEG,DQ,23.00,z=4.17
SDSS J220905.87+044647.6,332.274467,4.779902,PEG,DQ,23.30,z=4.917
SDSS J221320.00+134832.6,333.333342,13.809058,PEG,DQ,20.60,z=4.129
SDSS J221342.19+010913.3,333.425832,1.153721,AQR,DQ,23.40,z=4.059
SDSS J221642.23+201306.7,334.175983,20.218549,PEG,DQ,21.10,z=4.012
BR J2216-6714,334.216667,-67.245556,IND,DQ,22.10,z=4.468999999999999
SDSS J221705.72+135352.6,334.273843,13.897971,PEG,DQ,22.10,z=4.348
SDSS J221733.39-004225.8,334.389147,-0.707167,AQR,DQ,22.60,z=4.118
SDSS J221855.11+134708.6,334.729641,13.785731,PEG,DQ,21.60,z=4.276
SDSS J222032.49+002537.4,335.135415,0.427082,AQR,DQ,22.20,z=4.196000000000001
SDSS J222050.80+001959.1,335.211708,0.333101,AQR,DQ,23.90,z=4.68
SDSS J222138.63+321804.5,335.410989,32.301266,PEG,DQ,20.90,z=4.0889999999999995
SDSS J222249.11+000504.5,335.704638,0.084599,AQR,DQ,22.80,z=4.26
SDSS J222254.83+130444.4,335.728462,13.079000,PEG,DQ,20.40,z=4.175
SDSS J222413.08+231215.8,336.054509,23.204403,PEG,DQ,22.20,z=4.041
SDSS J222509.19-001406.8,336.288310,-0.235228,AQR,DQ,23.00,z=4.85
SDSS J222612.99-003058.8,336.554134,-0.516342,AQR,DQ,23.20,z=4.0089999999999995
HRQC J222629.28-010956.5,336.622000,-1.165694,AQR,DQ,23.90,z=4.99
SDSS J222807.57+003526.3,337.031571,0.590642,AQR,DQ,23.10,z=4.55
SDSS J222910.97+215640.4,337.295736,21.944579,PEG,DQ,20.90,z=4.159
SDSS J223414.83+074733.0,338.561823,7.792525,PEG,DQ,20.20,z=4.037
SDSS J223521.22-082127.2,338.838447,-8.357567,AQR,DQ,22.40,z=4.425
SDSS J223546.47+062325.0,338.943654,6.390302,PEG,DQ,23.00,z=4.045
SDSS J223654.31+204229.9,339.226305,20.708325,PEG,DQ,22.30,z=4.034
BRI 2235-0301,339.593889,-2.764722,AQR,DQ,20.60,z=4.249
SDSS J223828.65+084242.0,339.619394,8.711679,PEG,DQ,22.00,z=4.066
PSS J2238+2603,339.670833,26.062778,PEG,DQ,20.50,z=4.03
SDSS J223853.54-010313.5,339.723101,-1.053751,AQR,DQ,22.00,z=4.2219999999999995
HRQC J223907.56+003022.6,339.781500,0.506278,AQR,DQ,23.00,z=5.09
BR 2237-0607,339.973611,-5.872222,AQR,DQ,21.90,z=4.55
PSS J2241+1352,340.448985,13.867434,PEG,DQ,20.20,z=4.46
SDSS J224206.89-005151.8,340.528727,-0.864402,AQR,DQ,21.90,z=4.0089999999999995
SDSS J224243.03-091543.9,340.679300,-9.262201,AQR,DQ,22.50,z=4.2139999999999995
SDSS J224255.53+124225.7,340.731394,12.707157,PEG,DQ,20.50,z=4.444
SDSS J224343.17+093735.0,340.929898,9.626398,PEG,DQ,21.50,z=4.063
PSS J2244+1005,341.022458,10.793864,PEG,DQ,21.70,z=4.055
SDSS J224453.06+134631.6,341.221116,13.775459,PEG,DQ,23.40,z=4.65
SDSS J224554.79+125921.8,341.478310,12.989413,PEG,DQ,22.10,z=4.038
SDSS J224605.45+072356.8,341.522733,7.399122,PEG,DQ,23.10,z=4.228
SDSS J224630.86+131706.6,341.628606,13.285189,PEG,DQ,20.90,z=4.117
SDSS J224721.05-091548.6,341.837732,-9.263514,AQR,DQ,22.90,z=4.13
SDSS J224737.98-084225.7,341.908284,-8.707156,AQR,DQ,22.00,z=4.081
SDSS J224740.17-091511.7,341.917383,-9.253254,AQR,DQ,22.70,z=4.167
SDSS J224748.91+100536.0,341.953802,10.093361,PEG,DQ,22.50,z=4.07
SDSS J224937.79+113608.7,342.407499,11.602443,PEG,DQ,22.20,z=4.043
SDSS J224941.35+001556.6,342.422326,0.265727,AQR,DQ,23.40,z=4.13
SDSS J224947.19+100206.1,342.446625,10.035032,PEG,DQ,21.40,z=4.07
BR 2248-1242,342.825278,-12.450833,AQR,DQ,21.80,z=4.15
SDSS J225147.80+164449.8,342.949173,16.747169,PEG,DQ,22.20,z=4.058
SDSS J225153.72+050028.0,342.973854,5.007791,PSC,DQ,22.20,z=4.324
SDSS J225246.02-005644.4,343.191753,-0.945692,PSC,DQ,23.70,z=4.086
SDSS J225246.43+142525.8,343.193493,14.423854,PEG,DQ,23.90,z=4.805
SDSS J225448.40-005309.9,343.701676,-0.886101,PSC,DQ,22.40,z=4.078
SDSS J225624.34+004720.2,344.101431,0.788950,PSC,DQ,22.20,z=4.099
SDSS J225843.27-092710.5,344.680322,-9.452942,AQR,DQ,21.50,z=4.065
SDSS J225910.27+005103.6,344.792803,0.851005,PSC,DQ,22.90,z=4.103
SDSS J230108.08+304739.8,345.283690,30.794397,PEG,DQ,22.20,z=4.042
SDSS J230314.37+134808.8,345.809886,13.802462,PEG,DQ,22.30,z=4.167
SDSS J230320.38-085433.1,345.834943,-8.909205,AQR,DQ,22.70,z=4.306
SDSS J230333.41+010405.0,345.889220,1.068066,PSC,DQ,22.90,z=4.117
SDSS J231010.59-100653.9,347.544142,-10.114995,AQR,DQ,23.40,z=4.534
SDSS J231216.43+010051.6,348.068494,1.014343,PSC,DQ,23.60,z=5.0680000000000005
PMN J2314+0201,348.703001,2.030856,PSC,DQ,20.30,z=4.11
SDSS J231452.34+004237.1,348.718087,0.710317,PSC,DQ,23.60,z=4.465
SDSS J231749.41+284137.8,349.455907,28.693835,PEG,DQ,22.40,z=4.055
HRQC J232006.60-001822.3,350.027500,-0.306194,PSC,DQ,23.90,z=4.8
SDSS J232112.40+143312.0,350.301689,14.553335,PEG,DQ,22.50,z=4.05
PSS J2322+1944,350.529722,19.739722,PEG,DQ,20.50,z=4.17
PSS J2323+2758,350.920556,27.966944,PEG,DQ,21.10,z=4.18
SDSS J232513.15-094049.2,351.304795,-9.680360,AQR,DQ,22.00,z=4.013999999999999
SDSS J232530.35+140148.4,351.376478,14.030126,PEG,DQ,21.70,z=4.005
SDSS J232531.83+061459.2,351.382654,6.249790,PSC,DQ,22.80,z=4.0680000000000005
SDSS J232649.14+270947.5,351.704781,27.163198,PEG,DQ,21.30,z=4.168
SDSS J232808.99-002757.4,352.037459,-0.465971,PSC,DQ,23.40,z=4.131
BR J2328-4513,352.202778,-45.229444,PHE,DQ,22.20,z=4.359
SDSS J233104.34+123442.7,352.768093,12.578539,PEG,DQ,21.00,z=4.101
SDSS J233106.06+061812.6,352.775287,6.303526,PSC,DQ,22.80,z=4.585
SDSS J233250.46+062449.2,353.210270,6.413675,PSC,DQ,20.30,z=4.064
SDSS J233333.67-091217.3,353.390316,-9.204830,AQR,DQ,22.10,z=4.025
SDSS J233427.52+030528.6,353.614695,3.091304,PSC,DQ,22.40,z=4.129
PC 2331+0216,353.633449,2.555871,PSC,DQ,20.90,z=4.09
HRQC J233455.05-001022.1,353.729375,-0.172806,PSC,DQ,23.60,z=5.11
SDSS J233506.17+024632.5,353.775716,2.775712,PSC,DQ,21.80,z=4.218999999999999
SDSS J233509.91+010938.8,353.791320,1.160790,PSC,DQ,23.30,z=4.043
SDSS J233610.47-005814.8,354.043665,-0.970796,PSC,DQ,22.90,z=4.519
SDSS J233805.15+270852.4,354.521462,27.147915,PEG,DQ,21.80,z=4.087
SDSS J233856.64+352525.5,354.736028,35.423763,AND,DQ,21.30,z=4.0680000000000005
SDSS J233917.54+265906.4,354.823102,26.985120,PEG,DQ,21.30,z=4.164
SDSS J233928.27+005906.4,354.867802,0.985113,PSC,DQ,22.70,z=4.087
SDSS J233938.57+104039.0,354.910709,10.677508,PEG,DQ,22.60,z=4.165
SDSS J234003.51+140257.2,355.014648,14.049239,PEG,DQ,21.20,z=4.54
SDSS J234007.83+235801.8,355.032666,23.967171,PEG,DQ,21.00,z=6.01
SDSS J234017.18-002659.3,355.071619,-0.449820,PSC,DQ,23.40,z=4.199
SDSS J234025.97+135009.1,355.108214,13.835887,PEG,DQ,21.90,z=4.178999999999999
SDSS J234128.92-091610.6,355.370514,-9.269615,AQR,DQ,22.10,z=4.125
HRQC J234206.94+003614.1,355.528917,0.603917,PSC,DQ,23.30,z=4.74
PSS J2344+0342,356.013056,3.707500,PSC,DQ,21.20,z=4.239
SDSS J234600.20-000238.8,356.500860,-0.044114,PSC,DQ,23.30,z=4.407
SDSS J234620.76+065158.6,356.586514,6.866289,PSC,DQ,22.20,z=4.254
SDSS J234645.57-005859.0,356.689913,-0.983067,PSC,DQ,22.00,z=4.018
SDSS J234750.31+134102.7,356.959630,13.684085,PEG,DQ,22.50,z=4.225
SDSS J234847.71+053043.9,357.198833,5.512199,PSC,DQ,21.10,z=4.04
BR J2349-3712,357.307222,-37.216389,SCL,DQ,21.40,z=4.208
SDSS J235152.80+160048.9,357.970039,16.013587,PEG,DQ,23.20,z=4.69
SDSS J235240.78+283313.0,358.169952,28.553620,PEG,DQ,21.00,z=4.099
SDSS J235259.41+165443.6,358.247545,16.912119,PEG,DQ,21.50,z=4.092
SDSS J235344.26+143525.3,358.434417,14.590370,PEG,DQ,21.70,z=4.243
