Name,RA,Dec,Con,OT,Mag,Other
IC 59,14.261000,61.103500,CAS,BN,nan,LBN 620
DG 6,14.240900,56.486900,CAS,BN,nan,LBN 621
IC 63,14.764400,60.936300,CAS,BN,nan,LBN 622
LBN 624,16.904900,73.516900,CAS,BN,nan,
LBN 625,15.269500,61.102300,CAS,BN,nan,
LBN 626,20.961900,73.260700,CAS,BN,nan,
LBN 627,166.338700,84.230300,CAM,BN,nan,
LBN 628,66.641900,85.952900,CEP,BN,nan,
LBN 629,163.889300,83.733600,CAM,BN,nan,
LBN 631,59.627600,85.147800,CEP,BN,nan,
LBN 632,71.147000,85.098300,CEP,BN,nan,
LBN 634,36.257800,75.392900,CAS,BN,nan,
LBN 635,37.181500,73.056800,CAS,BN,nan,
DG 9,37.434700,73.056100,CAS,BN,nan,LBN 636
LBN 637,26.065800,55.584200,CAS,BN,nan,
LBN 638,26.314100,55.083700,CAS,BN,nan,
LBN 639,18.916900,16.597200,PSC,BN,nan,
LBN 640,27.311700,53.748200,PER,BN,nan,
LBN 641,32.927100,62.568200,CAS,BN,nan,
LBN 642,35.186100,61.895400,CAS,BN,nan,
DG 10,42.872900,68.872500,CAS,BN,nan,LBN 643
LBN 644,20.670500,17.261000,PSC,BN,nan,
IC 1795,36.446400,61.975200,CAS,BN,nan,LBN 645
LBN 646,36.701500,62.224500,CAS,BN,nan,
LBN 647,36.951100,62.057100,CAS,BN,nan,
LBN 648,37.205200,62.223100,CAS,BN,nan,
LBN 649,35.414800,59.928100,CAS,BN,nan,
LBN 650,36.692900,61.557900,CAS,BN,nan,
LBN 651,53.873300,73.166800,CAS,BN,nan,
LBN 652,42.548300,65.540100,CAS,BN,nan,
LBN 653,34.113400,55.398300,PER,BN,nan,
IC 1805,38.451000,61.219400,CAS,BN,nan,LBN 654
LBN 655,38.448900,61.052700,CAS,BN,nan,
LBN 656,38.190900,60.553500,CAS,BN,nan,
LBN 657,38.189900,60.470200,CAS,BN,nan,
LBN 658,40.213000,61.214000,CAS,BN,nan,
LBN 659,39.186500,59.633800,CAS,BN,nan,
LBN 662,41.984100,61.875100,CAS,BN,nan,
LBN 666,35.333600,50.561600,AND,BN,nan,
IC 1848,42.717100,60.289400,CAS,BN,nan,LBN 667
LBN 668,35.332400,50.394900,AND,BN,nan,
LBN 669,42.458000,59.706900,CAS,BN,nan,
LBN 670,42.712800,59.956100,CAS,BN,nan,
LBN 671,35.582500,50.227500,AND,BN,nan,
LBN 672,43.470700,60.203600,CAS,BN,nan,
LBN 673,43.978300,60.535300,CAS,BN,nan,
IC 1871,45.737600,60.429300,CAS,BN,nan,LBN 675
LBN 676,48.761600,60.852000,CAS,BN,nan,
DG 13,51.035000,61.510300,CAM,BN,nan,LBN 678
LBN 679,46.695400,56.692600,PER,BN,nan,
DG 12,48.961700,57.101200,PER,BN,nan,LBN 680
LBN 681,52.516800,59.838000,CAM,BN,nan,
DG 17,52.250900,58.839000,CAM,BN,nan,LBN 682
LBN 683,138.677400,70.792900,UMA,BN,nan,
LBN 684,52.999800,58.502800,CAM,BN,nan,
LBN 686,49.429200,54.049400,PER,BN,nan,
LBN 687,81.805300,67.542800,CAM,BN,nan,
DG 8,31.192900,20.239000,ARI,BN,nan,LBN 688
LBN 690,83.776700,66.533200,CAM,BN,nan,
LBN 691,144.258300,65.775500,UMA,BN,nan,
LBN 692,134.119300,67.058200,UMA,BN,nan,
LBN 693,84.234200,65.030900,CAM,BN,nan,
LBN 694,39.249600,32.050000,TRI,BN,nan,
LBN 695,135.598000,66.636400,UMA,BN,nan,
LBN 696,58.205700,53.315300,CAM,BN,nan,
LBN 697,63.770700,56.875200,CAM,BN,nan,
LBN 698,99.288200,66.958200,CAM,BN,nan,
LBN 699,84.454200,63.863100,CAM,BN,nan,
LBN 700,86.718700,64.352200,CAM,BN,nan,
LBN 702,101.264000,66.282000,CAM,BN,nan,
LBN 703,34.444700,19.230500,ARI,BN,nan,
NGC 1491,60.691700,51.321600,PER,BN,nan,LBN 704
LBN 705,60.942200,51.303800,PER,BN,nan,
LBN 707,35.948400,19.726400,ARI,BN,nan,
LBN 709,60.929900,50.137200,PER,BN,nan,
LBN 710,62.696300,51.213000,PER,BN,nan,
LBN 711,37.199600,19.556100,ARI,BN,nan,
LBN 713,56.363900,44.155900,PER,BN,nan,
LBN 714,56.358700,43.489300,PER,BN,nan,
LBN 715,35.176700,12.895200,ARI,BN,nan,
LBN 716,51.552500,36.841300,PER,BN,nan,
LBN 718,52.810400,37.669800,PER,BN,nan,
LBN 719,52.809900,37.586500,PER,BN,nan,
LBN 720,53.563100,37.833600,PER,BN,nan,
DG 19,53.814700,37.999300,PER,BN,nan,LBN 721
NGC 1624,70.206000,50.429800,PER,BN,nan,LBN 722
LBN 723,121.827300,61.355400,CAM,BN,nan,
LBN 724,60.873600,43.970700,PER,BN,nan,
LBN 725,47.757000,29.688500,ARI,BN,nan,
LBN 726,48.260300,30.186700,ARI,BN,nan,
LBN 727,121.563800,60.523200,CAM,BN,nan,
LBN 728,126.785900,60.335300,UMA,BN,nan,
LBN 729,125.540800,60.256900,UMA,BN,nan,
LBN 730,36.674500,11.724300,ARI,BN,nan,
LBN 732,122.053100,60.021100,CAM,BN,nan,
LBN 733,121.798700,59.688800,CAM,BN,nan,
DG 14,51.523900,31.674700,PER,BN,nan,LBN 734
LBN 736,60.847900,40.637400,PER,BN,nan,
DG 45,72.189400,48.554000,PER,BN,nan,LBN 737
LBN 738,57.063200,36.653000,PER,BN,nan,
LBN 739,76.966600,50.331700,AUR,BN,nan,
LBN 740,51.770400,30.907100,ARI,BN,nan,
NGC 1333,52.273800,31.388500,PER,BN,nan,LBN 741
LBN 742,71.169500,46.758600,PER,BN,nan,
LBN 743,43.960900,20.201600,ARI,BN,nan,
DG 16,52.265800,29.838500,ARI,BN,nan,LBN 746
LBN 748,57.807300,35.483300,PER,BN,nan,
LBN 749,54.782500,32.162100,PER,BN,nan,
LBN 751,85.995900,52.021800,AUR,BN,nan,
LBN 752,60.321500,36.972900,PER,BN,nan,
LBN 753,43.953400,18.201600,ARI,BN,nan,
LBN 755,72.912700,45.750600,AUR,BN,nan,
NGC 1499,60.319300,36.639600,PER,BN,5.00,LBN 756
LBN 757,58.049700,34.148900,PER,BN,nan,
IC 348,56.034500,32.140400,PER,BN,nan,LBN 758
LBN 759,76.422200,46.234200,AUR,BN,nan,
LBN 760,91.748900,52.160600,AUR,BN,nan,
LBN 761,54.766500,29.162100,TAU,BN,nan,
LBN 762,44.950700,17.198200,ARI,BN,nan,
LBN 763,48.214800,19.853500,ARI,BN,nan,
LBN 764,89.718400,49.670400,AUR,BN,nan,
LBN 765,89.710800,49.003700,AUR,BN,nan,
LBN 766,67.823200,35.440200,PER,BN,nan,
NGC 1579,67.823200,35.440200,PER,BN,nan,LBN 767
LBN 770,56.493900,24.155200,TAU,BN,nan,
NGC 1432,56.493900,24.155200,TAU,BN,nan,LBN 771
LBN 772,56.493900,24.155200,TAU,BN,nan,
DG 20,55.735900,22.658200,TAU,BN,nan,LBN 773
LBN 774,58.753200,25.479300,TAU,BN,nan,
LBN 775,60.761600,26.637600,TAU,BN,nan,
LBN 776,58.245900,24.148000,TAU,BN,nan,
DG 26,61.260900,26.385500,TAU,BN,nan,LBN 777
LBN 779,60.253200,25.139700,TAU,BN,nan,
IC 359,64.774900,28.203700,TAU,BN,nan,LBN 782
LBN 783,78.348400,37.391600,AUR,BN,nan,
DG 30,65.527100,28.450400,TAU,BN,nan,LBN 785
IC 360,63.259100,25.626900,TAU,BN,nan,LBN 786
LBN 787,80.843900,36.546300,AUR,BN,nan,
Cederblad 33,66.765200,26.094900,TAU,BN,nan,LBN 788
LBN 789,84.603200,37.528200,AUR,BN,nan,
LBN 790,119.404200,47.198600,LYN,BN,nan,
LBN 791,78.574600,34.057100,AUR,BN,nan,
LBN 792,72.041600,29.787700,TAU,BN,nan,
LBN 793,67.769000,26.607000,TAU,BN,nan,
LBN 794,81.336800,35.543900,AUR,BN,nan,
IC 405,79.327400,34.386900,AUR,BN,10.00,LBN 795
LBN 796,79.575200,34.052300,AUR,BN,nan,
LBN 797,83.842800,36.198600,AUR,BN,nan,
DG 48,74.798700,30.558200,AUR,BN,nan,LBN 798
LBN 799,65.750900,23.616000,TAU,BN,nan,
LBN 800,67.007300,24.610400,TAU,BN,nan,
LBN 801,121.391500,46.356900,LYN,BN,nan,
LBN 803,84.840700,35.860400,AUR,BN,nan,
IC 417,82.078800,34.373700,AUR,BN,nan,LBN 804
DG 42,69.518200,26.182500,TAU,BN,nan,LBN 806
IC 410,80.571100,33.380900,AUR,BN,nan,LBN 807
DG 50,76.801900,30.832100,AUR,BN,nan,LBN 809
NGC 1931,82.828000,34.203400,AUR,BN,nan,LBN 810
LBN 811,119.638700,45.530900,LYN,BN,nan,
DG 37,68.006700,24.322600,TAU,BN,nan,LBN 812
IC 2087,70.016200,25.746900,TAU,BN,nan,LBN 813
Cederblad 34,66.748300,22.944900,TAU,BN,nan,LBN 814
DG 40,69.007000,24.234800,TAU,BN,nan,LBN 815
LBN 816,68.249400,22.938200,TAU,BN,nan,
NGC 1554,65.480300,19.617100,TAU,BN,nan,LBN 817
DG 66,84.804900,30.693800,AUR,BN,nan,LBN 818
LBN 819,66.977200,18.777200,TAU,BN,nan,
LBN 820,42.377900,-3.793300,ERI,BN,nan,
Cederblad 61,91.054500,30.496800,AUR,BN,nan,LBN 823
DG 85,91.052900,30.246800,AUR,BN,nan,LBN 824
LBN 825,91.052400,30.163500,AUR,BN,nan,
DG 84,88.032300,27.011500,TAU,BN,nan,LBN 827
DG 28,63.435000,10.209300,TAU,BN,nan,LBN 828
LBN 829,59.918200,6.640900,TAU,BN,nan,
LBN 831,63.928900,8.790500,TAU,BN,nan,
LBN 832,63.928900,8.790500,TAU,BN,nan,
Messier 1,83.752400,22.032100,TAU,BN,8.40,NGC 1952
LBN 834,63.925900,8.123800,TAU,BN,nan,
LBN 835,59.911200,4.974300,TAU,BN,nan,
LBN 836,60.406400,3.805500,TAU,BN,nan,
LBN 837,85.243300,20.341600,TAU,BN,nan,
IC 444,94.760100,23.278700,GEM,BN,nan,LBN 840
LBN 842,68.172500,7.105000,TAU,BN,nan,
IC 443,94.255600,22.481200,GEM,BN,12.00,LBN 844
DG 101,95.758100,22.973900,GEM,BN,nan,LBN 845
LBN 847,70.174400,7.429300,TAU,BN,nan,
LBN 848,78.703500,13.022900,ORI,BN,nan,
LBN 850,79.455500,13.386000,ORI,BN,nan,
LBN 851,79.455500,13.386000,ORI,BN,nan,
LBN 852,68.417200,5.937300,TAU,BN,nan,
LBN 853,60.140900,0.140000,ERI,BN,nan,
NGC 2175,92.494600,20.489700,ORI,BN,nan,LBN 854
Cederblad 62,91.984700,18.692100,ORI,BN,nan,LBN 855
LBN 856,48.106700,-9.229600,ERI,BN,nan,
LBN 857,80.445700,11.381200,ORI,BN,nan,
IC 2162,93.230900,17.986100,ORI,BN,nan,LBN 859
LBN 861,59.874100,-3.858900,ERI,BN,nan,
LBN 862,92.219500,15.824300,ORI,BN,nan,
LBN 864,92.218600,15.657600,ORI,BN,nan,
Cederblad 54,83.189400,10.034700,ORI,BN,nan,LBN 865
Cederblad 44,80.430900,8.381200,ORI,BN,nan,LBN 866
LBN 870,52.104300,-9.327800,ERI,BN,nan,
LBN 871,79.674700,7.134800,ORI,BN,nan,
LBN 872,79.423900,6.969400,ORI,BN,nan,
LBN 878,86.185400,9.186900,ORI,BN,nan,
Cederblad 59,86.434800,9.052300,ORI,BN,nan,LBN 879
LBN 880,79.913300,4.767000,ORI,BN,nan,
LBN 881,80.664700,5.046800,ORI,BN,nan,
LBN 882,80.163100,4.715800,ORI,BN,nan,
LBN 883,79.410600,4.219400,ORI,BN,nan,
LBN 884,79.910600,4.217000,ORI,BN,nan,
LBN 885,82.664000,4.870500,ORI,BN,nan,
LBN 886,82.663000,4.670500,ORI,BN,nan,
LBN 887,96.699300,11.969200,GEM,BN,nan,
LBN 888,82.159100,3.872900,ORI,BN,nan,
LBN 889,97.700900,12.297700,GEM,BN,nan,
LBN 890,80.654300,2.880100,ORI,BN,nan,
LBN 891,107.970600,16.749100,GEM,BN,nan,
LBN 892,82.657500,3.537200,ORI,BN,nan,
LBN 893,68.118300,-4.894800,ERI,BN,nan,
DG 70,84.660800,4.194200,ORI,BN,nan,LBN 894
LBN 895,97.694200,10.964400,MON,BN,nan,
LBN 896,66.862500,-6.222600,ERI,BN,nan,
LBN 897,67.864500,-5.727000,ERI,BN,nan,
IC 446,97.691600,10.447700,MON,BN,nan,LBN 898
LBN 899,99.193900,10.957200,MON,BN,nan,
LBN 900,68.613900,-5.830400,ERI,BN,nan,
NGC 2247,98.191000,10.345300,MON,BN,nan,LBN 901
LBN 902,99.193100,10.790500,MON,BN,nan,
IC 2169,97.689400,10.014400,MON,BN,nan,LBN 903
NGC 2245,98.190100,10.162000,MON,BN,nan,LBN 904
LBN 905,87.662500,4.513000,ORI,BN,nan,
LBN 906,70.365600,-5.405000,ERI,BN,nan,
LBN 907,78.383600,-1.442400,ORI,BN,nan,
LBN 908,90.164900,5.000800,ORI,BN,nan,
LBN 909,70.112200,-6.153900,ERI,BN,nan,
LBN 910,77.630400,-2.105500,ORI,BN,nan,
NGC 2264,100.188600,9.902400,MON,BN,nan,LBN 911
LBN 912,100.187600,9.702400,MON,BN,nan,
IC 423,83.387300,-0.666400,ORI,BN,nan,LBN 913
DG 59,83.638200,-0.467600,ORI,BN,nan,LBN 914
LBN 915,78.880400,-2.111500,ORI,BN,nan,
NGC 1788,76.624600,-3.350800,ORI,BN,nan,LBN 916
LBN 917,71.863000,-5.911900,ERI,BN,nan,
LBN 918,83.140700,0.034800,ORI,BN,nan,
LBN 919,79.881900,-1.782900,ORI,BN,nan,
NGC 2261,99.682800,8.721500,MON,BN,nan,LBN 920
IC 426,84.138600,-0.386700,ORI,BN,nan,LBN 921
LBN 922,100.183900,8.952400,MON,BN,nan,
LBN 923,76.121900,-3.931700,ERI,BN,nan,
LBN 924,85.137000,-0.724800,ORI,BN,nan,
DG 71,85.137400,-0.641500,ORI,BN,nan,LBN 925
LBN 926,102.938600,9.989300,MON,BN,nan,
DG 73,85.137700,-0.574900,ORI,BN,nan,LBN 927
DG 67,84.639800,-0.139100,ORI,BN,nan,LBN 928
LBN 929,99.429100,7.956000,MON,BN,nan,
LBN 930,98.425900,7.294200,MON,BN,nan,
IC 448,98.425900,7.294200,MON,BN,nan,LBN 931
LBN 932,97.924400,6.963200,MON,BN,nan,
DG 82,86.895500,1.016700,ORI,BN,nan,LBN 933
LBN 934,86.895500,1.016700,ORI,BN,nan,
LBN 935,83.635000,-1.134300,ORI,BN,nan,
LBN 936,98.422700,6.627500,MON,BN,nan,
LBN 937,79.624000,-3.448400,ORI,BN,nan,
NGC 2071,86.891600,0.216700,ORI,BN,8.00,LBN 938
NGC 2064,86.640600,0.017900,ORI,BN,nan,LBN 939
NGC 1990,83.632600,-1.634300,ORI,BN,nan,LBN 940
LBN 941,97.919100,5.879900,MON,BN,nan,
LBN 942,80.122300,-3.784100,ORI,BN,nan,
LBN 943,98.417800,5.627500,MON,BN,nan,
IC 431,85.133100,-1.524800,ORI,BN,nan,LBN 944
LBN 945,78.866800,-4.944800,ORI,BN,nan,
IC 432,85.383000,-1.559400,ORI,BN,nan,LBN 946
LBN 947,101.172400,6.614300,MON,BN,nan,
NGC 2238,98.164600,4.962100,MON,BN,6.00,LBN 948
LBN 949,98.164600,4.962100,MON,BN,nan,
LBN 950,84.379400,-2.304500,ORI,BN,nan,
LBN 951,99.165300,5.123900,MON,BN,nan,
LBN 952,100.166900,5.452500,MON,BN,nan,
IC 434,85.379300,-2.309400,ORI,BN,11.00,LBN 953
NGC 2023,85.379300,-2.309400,ORI,BN,nan,LBN 954
LBN 955,88.635700,-0.991800,ORI,BN,nan,
LBN 957,80.364300,-5.451900,ORI,BN,nan,
LBN 958,84.875300,-3.140300,ORI,BN,nan,
IC 2118,75.602900,-7.929300,ERI,BN,nan,LBN 959
LBN 960,79.861900,-5.949500,ORI,BN,nan,
LBN 961,80.864200,-5.454300,ORI,BN,nan,
LBN 962,85.375300,-3.142700,ORI,BN,nan,
DG 56,83.118900,-4.465100,ORI,BN,nan,LBN 963
LBN 964,80.612700,-5.786400,ORI,BN,nan,
LBN 965,84.872900,-3.640300,ORI,BN,nan,
LBN 966,88.882500,-1.659700,ORI,BN,nan,
LBN 967,84.871300,-3.973600,ORI,BN,nan,
DG 49,75.348200,-8.928200,ERI,BN,nan,LBN 968
LBN 969,81.111000,-6.122200,ORI,BN,nan,
LBN 971,98.653300,2.626400,MON,BN,nan,
LBN 972,98.653300,2.626400,MON,BN,nan,
LBN 973,98.653300,2.626400,MON,BN,nan,
Messier 42,83.864000,-5.468700,ORI,BN,4.00,NGC 1976
LBN 975,74.843400,-9.925800,ERI,BN,nan,
LBN 976,89.376000,-2.995400,ORI,BN,nan,
NGC 1980,84.361500,-5.971200,ORI,BN,nan,LBN 977
NGC 1999,84.107800,-6.736600,ORI,BN,nan,LBN 979
LBN 980,76.588200,-10.934000,LEP,BN,nan,
LBN 981,68.823800,-14.398100,ERI,BN,nan,
LBN 982,88.363800,-5.490600,ORI,BN,nan,
LBN 984,101.142000,0.281100,MON,BN,nan,
LBN 985,89.112200,-5.827500,MON,BN,nan,
LBN 986,101.392000,0.279900,MON,BN,nan,
LBN 987,101.141200,0.114400,MON,BN,nan,
LBN 988,88.108900,-6.489300,ORI,BN,nan,
LBN 989,86.854900,-7.316600,ORI,BN,nan,
DG 91,92.114700,-5.308800,MON,BN,nan,LBN 990
LBN 991,77.830500,-12.439900,LEP,BN,nan,
DG 75,85.094700,-9.391400,ORI,BN,nan,LBN 992
Cederblad 65,92.110300,-6.208800,MON,BN,nan,LBN 993
NGC 2170,91.859400,-6.390900,MON,BN,nan,LBN 994
Cederblad 66,92.109700,-6.342100,MON,BN,nan,LBN 995
NGC 2183,92.610500,-6.177900,MON,BN,nan,LBN 996
NGC 2185,92.610300,-6.211200,MON,BN,nan,LBN 997
NGC 2182,92.359700,-6.343300,MON,BN,nan,LBN 998
DG 92,92.108800,-6.508800,MON,BN,nan,LBN 999
Cederblad 71,92.860700,-6.145700,MON,BN,nan,LBN 1000
LBN 1001,83.087000,-10.965100,LEP,BN,nan,
LBN 1002,84.590100,-10.305600,ORI,BN,nan,
DG 97,93.610100,-6.266000,MON,BN,nan,LBN 1003
DG 98,93.859900,-6.300600,MON,BN,nan,LBN 1004
LBN 1005,82.582000,-11.962600,LEP,BN,nan,
LBN 1006,83.330200,-12.299600,LEP,BN,nan,
LBN 1007,84.832600,-11.806800,LEP,BN,nan,
LBN 1008,91.092700,-9.753900,MON,BN,nan,
LBN 1009,86.079100,-12.479500,LEP,BN,nan,
LBN 1010,85.576600,-12.977100,LEP,BN,nan,
LBN 1011,91.336500,-11.005100,MON,BN,nan,
DG 104,97.593800,-9.635400,MON,BN,nan,LBN 1015
LBN 1016,89.572900,-13.663200,LEP,BN,nan,
LBN 1017,96.339000,-10.562600,MON,BN,nan,
LBN 1018,93.581500,-12.016000,CMA,BN,nan,
LBN 1019,89.570300,-14.163200,LEP,BN,nan,
LBN 1021,104.854100,-7.736600,MON,BN,nan,
DG 113,104.101600,-8.233100,MON,BN,nan,LBN 1022
DG 114,105.098800,-8.854400,MON,BN,nan,LBN 1023
LBN 1024,107.603800,-7.916100,MON,BN,nan,
LBN 1025,91.310700,-16.005000,LEP,BN,nan,
LBN 1026,109.100200,-8.756400,MON,BN,nan,
IC 2177,106.091500,-10.409100,MON,BN,nan,LBN 1027
LBN 1028,109.098600,-9.089700,MON,BN,nan,
LBN 1029,110.352000,-8.428800,MON,BN,nan,
LBN 1031,111.102200,-8.432200,MON,BN,nan,
LBN 1034,107.591100,-10.582800,MON,BN,nan,
LBN 1036,109.091500,-10.589700,MON,BN,nan,
DG 116,106.333500,-12.076900,CMA,BN,nan,LBN 1037
LBN 1038,107.084900,-11.830400,CMA,BN,nan,
Cederblad 90,106.332600,-12.260300,CMA,BN,nan,LBN 1039
IC 468,109.579700,-13.092000,CMA,BN,nan,LBN 1040
NGC 2359,109.579500,-13.125300,CMA,BN,nan,LBN 1041
LBN 1042,106.312000,-16.410200,CMA,BN,nan,
LBN 1043,107.302100,-18.414800,CMA,BN,nan,
LBN 1044,107.552000,-18.466000,CMA,BN,nan,
LBN 1045,111.313300,-16.599900,CMA,BN,nan,
LBN 1054,109.785200,-21.926300,CMA,BN,nan,
LBN 1055,107.527500,-23.082600,CMA,BN,nan,
LBN 1056,106.270300,-24.243400,CMA,BN,nan,
LBN 1057,112.286000,-22.104400,PUP,BN,nan,
Cederblad 96,110.024200,-23.994100,CMA,BN,nan,LBN 1058
LBN 1060,111.772200,-24.602100,CMA,BN,nan,
LBN 1061,113.277100,-23.942200,PUP,BN,nan,
Cederblad 101,114.020500,-25.278800,PUP,BN,nan,LBN 1062
LBN 1063,111.502300,-28.100900,CMA,BN,nan,
LBN 1064,111.246200,-29.099800,CMA,BN,nan,
NGC 2467,118.018300,-26.463000,PUP,BN,nan,LBN 1065
LBN 1066,118.018300,-26.463000,PUP,BN,nan,
LBN 1068,109.483900,-30.841800,CMA,BN,nan,
LBN 1069,147.371700,-7.233700,SEX,BN,nan,
LBN 1070,111.483300,-31.267500,CMA,BN,nan,
LBN 1071,130.053000,-22.344800,PYX,BN,nan,
LBN 1072,116.233800,-32.122000,PUP,BN,nan,
LBN 1073,130.042700,-24.678100,PYX,BN,nan,
LBN 1074,131.046300,-24.181800,PYX,BN,nan,
LBN 1075,131.798100,-24.017900,PYX,BN,nan,
LBN 1076,132.545600,-24.854000,PYX,BN,nan,
LBN 1078,135.043800,-26.196100,PYX,BN,nan,
LBN 1079,132.529000,-28.520600,PYX,BN,nan,
LBN 1080,133.281100,-28.356600,PYX,BN,nan,
LBN 1081,133.532300,-28.190800,PYX,BN,nan,
LBN 1082,136.786100,-28.702000,PYX,BN,nan,
LBN 1083,138.040700,-28.206200,PYX,BN,nan,
LBN 1084,136.777300,-30.702000,PYX,BN,nan,
LBN 1085,141.297700,-28.049800,PYX,BN,nan,
LBN 1086,139.029900,-31.209400,PYX,BN,nan,
LBN 1087,141.291100,-29.716400,PYX,BN,nan,
LBN 1088,142.537800,-31.220200,ANT,BN,nan,
LBN 1089,149.310800,-29.238700,ANT,BN,nan,
LBN 1090,150.303300,-32.241200,ANT,BN,nan,
LBN 1091,229.761600,-29.847900,LIB,BN,nan,
DG 125,238.255300,-25.981400,SCO,BN,nan,LBN 1092
DG 130,240.010000,-26.474100,SCO,BN,nan,LBN 1094
LBN 1095,240.005700,-25.640800,SCO,BN,nan,
IC 4591,243.021500,-27.928000,SCO,BN,nan,LBN 1096
LBN 1097,238.242800,-23.481400,SCO,BN,nan,
LBN 1098,238.742500,-23.312700,SCO,BN,nan,
LBN 1100,247.278200,-28.276000,SCO,BN,nan,
LBN 1102,247.524600,-27.608200,SCO,BN,nan,
LBN 1103,248.278200,-28.104800,SCO,BN,nan,
Cederblad 130,245.261300,-25.618200,SCO,BN,nan,LBN 1104
LBN 1105,245.009300,-25.286000,SCO,BN,nan,
LBN 1106,245.259500,-25.284900,SCO,BN,nan,
IC 4606,247.268700,-26.609300,SCO,BN,nan,LBN 1107
DG 141,247.267800,-26.442700,SCO,BN,nan,LBN 1108
IC 4603,246.506200,-24.446000,OPH,BN,nan,LBN 1109
IC 4605,247.760900,-25.107100,SCO,BN,nan,LBN 1110
IC 4604,246.500900,-23.446000,OPH,BN,nan,LBN 1111
LBN 1112,246.500900,-23.446000,OPH,BN,nan,
IC 4592,243.227200,-19.293700,SCO,BN,nan,LBN 1113
LBN 1114,243.727500,-19.291500,SCO,BN,nan,
Cederblad 129,245.232800,-20.118300,SCO,BN,nan,LBN 1115
LBN 1117,264.066000,-32.364100,SCO,BN,nan,
LBN 1118,252.010500,-24.421100,OPH,BN,nan,
LBN 1119,246.481200,-19.612700,OPH,BN,nan,
LBN 1120,267.310100,-31.348400,SCO,BN,nan,
LBN 1122,235.169000,-7.160300,LIB,BN,nan,
LBN 1123,249.227900,-18.600400,OPH,BN,nan,
Sh 2-1,239.713400,-26.120500,SCO,BN,nan,
Sh 2-2,256.027600,-38.142500,SCO,BN,nan,
Sh 2-3,258.437600,-38.503100,SCO,BN,nan,
Sh 2-4,259.953300,-39.338800,SCO,BN,nan,
Sh 2-5,260.014500,-38.454800,SCO,BN,nan,
Sh 2-6,258.767100,-37.116500,SCO,BN,nan,
Sh 2-7,240.082300,-22.950600,SCO,BN,nan,
Sh 2-8,260.353500,-36.034700,SCO,BN,nan,
Sh 2-9,245.295400,-25.589400,SCO,BN,nan,
Sh 2-10,259.750100,-34.090300,SCO,BN,nan,
Sh 2-11,261.629000,-34.205700,SCO,BN,nan,
Sh 2-12,263.984100,-32.599600,SCO,BN,nan,
Sh 2-13,262.619000,-31.562700,SCO,BN,nan,
Sh 2-14,262.577000,-30.263000,SCO,BN,nan,
Sh 2-15,267.643300,-31.264100,SCO,BN,nan,
Sh 2-16,266.967500,-29.303900,SGR,BN,nan,
Sh 2-17,266.536700,-28.858000,SGR,BN,nan,
Sh 2-18,267.192000,-29.251700,SGR,BN,nan,
Sh 2-19,267.340300,-29.116900,SGR,BN,nan,
Sh 2-20,267.309600,-28.667200,SGR,BN,nan,
Sh 2-21,267.912700,-28.894700,SGR,BN,nan,
Sh 2-22,268.765700,-25.036100,SGR,BN,nan,
Sh 2-23,243.352600,-8.372300,SCO,BN,nan,
Sh 2-24,242.765900,-7.077300,OPH,BN,nan,
Sh 2-25,271.358500,-24.394200,SGR,BN,nan,
Sh 2-26,269.746000,-23.326500,SGR,BN,nan,
Sh 2-27,249.301700,-10.569700,OPH,BN,nan,
Sh 2-28,270.674000,-23.584200,SGR,BN,nan,
Sh 2-29,272.628800,-23.998500,SGR,BN,nan,
Sh 2-30,270.892500,-23.015400,SGR,BN,nan,
Sh 2-31,272.826500,-23.796600,SGR,BN,nan,
Sh 2-32,272.724700,-23.647600,SGR,BN,nan,
Sh 2-33,239.968200,-1.617400,SER,BN,nan,
Sh 2-34,271.602100,-21.658400,SGR,BN,nan,
Sh 2-35,273.961200,-20.252100,SGR,BN,nan,
Sh 2-36,241.376400,0.394500,SER,BN,nan,
Sh 2-37,274.429700,-19.664200,SGR,BN,nan,
Sh 2-38,272.189800,-18.269200,SGR,BN,nan,
Sh 2-39,274.193700,-18.649700,SGR,BN,nan,
Sh 2-40,273.009100,-17.744500,SGR,BN,nan,
Sh 2-41,273.964300,-18.235300,SGR,BN,nan,
Sh 2-42,272.574200,-16.815400,SGR,BN,nan,
Sh 2-43,274.105300,-17.400500,SGR,BN,nan,
Sh 2-44,274.123200,-16.733600,SGR,BN,nan,
Sh 2-45,275.192200,-16.173300,SGR,BN,nan,
Sh 2-46,271.546400,-14.158500,SER,BN,nan,
Sh 2-47,274.436400,-15.613900,SER,BN,nan,
Sh 2-48,275.600500,-14.585900,SCT,BN,nan,
Sh 2-49,274.669200,-13.961500,SER,BN,nan,
Sh 2-50,276.376700,-14.711700,SCT,BN,nan,
Sh 2-51,280.194700,-16.558300,SGR,BN,nan,
Sh 2-52,296.945200,-23.087500,SGR,BN,nan,
Sh 2-53,276.311500,-13.228900,SCT,BN,nan,
Sh 2-54,274.471500,-11.730000,SER,BN,nan,
Sh 2-55,278.046300,-11.762100,SCT,BN,nan,
Sh 2-56,277.775900,-9.714600,SCT,BN,nan,
Sh 2-57,277.640000,-8.615900,SCT,BN,nan,
Sh 2-58,277.863500,-8.463700,SCT,BN,nan,
Sh 2-59,279.254800,-7.600300,SCT,BN,nan,
Sh 2-60,279.171000,-6.701000,SCT,BN,nan,
