Name,RA,Dec,Con,OT,Diam,Other
AM 0000-551,0.688120,-55.009850,PHE,PG,0.600,lumpy dwarf/galaxy w. knots
AM 0000-803,0.688280,-80.346510,OCT,PG,1.600,lo.s.br. dwarf + comp'ns.
AM 0000-594,0.782680,-59.519850,TUC,PG,1.300,chain of 3
AM 0000-545,0.820590,-54.556530,PHE,PG,3.600,spiral + 4 app. comp'ns.
AM 0000-500,0.841840,-49.793200,PHE,PG,0.500,s0 w. diametric comp'ns.
AM 0001-435,0.950250,-43.618210,PHE,PG,0.700,sp. w. pec. arm + compact comp'n.
AM 0001-531,1.023640,-52.916540,PHE,PG,2.500,e + 4 app. comp'ns.
AM 0001-505,1.048840,-50.646540,PHE,PG,0.600,pair (#1: spiral)
AM 0001-323,1.134010,-32.249900,SCL,PG,0.300,compact
AM 0001-454,1.132490,-45.448220,PHE,PG,4.500,group of 5
AM 0002-280,1.263260,-27.741580,SCL,PG,0.300,compact (some structure)
AM 0002-510,1.272470,-50.828220,PHE,PG,4.300,group of 4
AM 0002-405,1.311530,-40.604900,PHE,PG,1.800,3 disturbed galaxies in a group
AM 0002-305,1.346060,-30.564920,SCL,PG,39.400,chain of 8 (i/a dbl. at end)
AM 0002-503,1.359570,-50.268230,PHE,PG,2.800,spiral w. app. comp'ns.
AM 0003-834,1.397670,-83.409890,OCT,PG,0.600,galaxy w. material to side
AM 0003-473,1.472080,-47.324910,PHE,PG,0.300,small i/a dbl.
AM 0003-362,1.494820,-36.136590,SCL,PG,4.000,i/a quintet
AM 0003-402,1.556410,-40.218260,PHE,PG,0.200,i/a dbl. w. tails in group of 5
AM 0003-414,1.585210,-41.496600,PHE,PG,1.000,irr.(warped plane) w. i/a comp'n
AM 0003-540,1.623620,-53.833250,PHE,PG,0.400,i/a dbl. (r4 = dn 0004-681)
AM 0004-675,1.625110,-67.626580,TUC,PG,0.100,i/a dbl. (in cluster)
AM 0004-420,1.722050,-41.841610,PHE,PG,0.500,dwarf
AM 0004-500,1.761490,-49.873270,PHE,PG,0.300,small i/a pair of spirals
AM 0004-665,1.757740,-66.554930,TUC,PG,3.100,line of 3 (e w. faint jet)
AM 0004-413,1.776080,-41.356620,PHE,PG,0.800,disturbed galaxy w. loops
AM 0004-220,1.791970,-21.784980,CET,PG,1.600,galaxy w. one bright arm
AM 0004-443,1.787830,-44.369950,PHE,PG,0.400,e + v.close comp'ns.
AM 0004-525,1.814450,-52.618280,PHE,PG,1.100,dwarf (some resolution)
AM 0004-374,1.855770,-37.451630,SCL,PG,1.000,i/a dbl. (incl. dwarf)
AM 0005-393,1.921780,-39.293310,SCL,PG,3.900,group of 5 disturbed galaxies
AM 0005-722,1.908010,-72.174950,TUC,PG,1.600,i/a dbl.(#1: hi.s.br. spiral)
AM 0005-705,2.008690,-70.639960,TUC,PG,0.400,galaxy w. app. comp'n.
AM 0005-301,2.089870,-29.915010,SCL,PG,2.500,irr. w. silouette abs'n.
AM 0006-340,2.143040,-33.860010,SCL,PG,2.500,spiral w. peculiar arm
AM 0006-311,2.185190,-31.043350,SCL,PG,2.200,long-armed spiral in chain of 4
AM 0006-373,2.241850,-37.331690,SCL,PG,2.100,pair (#1: spiral)
AM 0006-602,2.294680,-60.108340,TUC,PG,1.100,dwarf (resolution)
AM 0006-375,2.370460,-37.601710,SCL,PG,5.800,group of 4 (disturbed)
AM 0007-251,2.485750,-24.968410,SCL,PG,9.000,spiral + app. comp'ns. off mi.ax.
AM 0007-355,2.483090,-35.688400,SCL,PG,0.900,compact cluster of galaxies
AM 0007-571,2.490950,-57.035050,PHE,PG,9.000,group (large e) pks 0007-572 [dn]
AM 0007-464,2.591510,-46.416740,PHE,PG,1.800,pair (#1: edge-on + comp'ns.)
AM 0008-685,2.669420,-68.670080,TUC,PG,0.200,compact
AM 0008-581,2.730190,-57.895090,TUC,PG,1.500,close triple
AM 0008-324,2.861960,-32.415150,SCL,PG,1.800,i/a triple
AM 0009-371,2.902020,-36.938480,SCL,PG,0.600,spiral w. i/a comp'n.
AM 0009-221,2.948010,-21.905180,CET,PG,0.100,contact dbl.
AM 0009-273,2.954840,-27.370170,SCL,PG,1.800,i/a spirals in group of 4
AM 0009-272,3.058800,-27.195200,SCL,PG,2.300,spiral w. i/a comp'n.
AM 0009-621,3.040560,-62.020160,TUC,PG,0.100,close i/a dbl. (jet?)
AM 0009-372,3.076330,-37.081860,SCL,PG,0.300,i/a dbl. ( one compact )
AM 0009-840,2.961350,-83.876810,OCT,PG,1.400,i/a dbl.
AM 0009-265,3.092230,-26.593540,SCL,PG,0.200,compact
AM 0009-620,3.094490,-61.780170,TUC,PG,0.200,i/a dbl.
AM 0010-242,3.263370,-24.213580,CET,PG,1.200,spiral w. peculiar arms
AM 0010-493,3.319420,-49.358570,PHE,PG,1.400,close pair
AM 0010-265,3.333300,-26.593600,SCL,PG,1.000,galaxy w. jet + condensation
AM 0011-415,3.406450,-41.605270,PHE,PG,1.700,i/a dbl. (#1)
AM 0011-335,3.451350,-33.586950,SCL,PG,3.100,dbl. cd in medium-distant cluster
AM 0011-431,3.497080,-42.901960,PHE,PG,0.200,i/a dbl. (small spiral)
AM 0011-232,3.521470,-23.178650,CET,PG,4.300,resolved spiral + app. comp'ns.
AM 0011-701,3.489430,-70.020270,TUC,PG,1.900,isolated g.d. spiral
AM 0011-303,3.556400,-30.380320,SCL,PG,9.000,v.rich  v.v.distant cluster
AM 0011-620,3.552870,-61.728620,TUC,PG,0.700,dwarf (barred)
AM 0011-382,3.611350,-38.208660,SCL,PG,3.100,line of 3 (group of 5 (compacts))
AM 0012-603,3.678440,-60.331990,TUC,PG,2.200,sb (disturbance at end of bar)
AM 0012-242,3.733210,-24.090380,CET,PG,4.000,group of 8 + peculiar spiral
AM 0012-384,3.760640,-38.485370,SCL,PG,0.700,irr. knotty galaxy
AM 0012-235,3.791550,-23.715400,CET,PG,1.000,e + integral spiral in cluster
AM 0012-573,3.814070,-57.247030,PHE,PG,1.600,spiral w. bright inner ring +
AM 0012-574,3.830400,-57.455370,PHE,PG,0.200,spiral w. i/a comp'n.
AM 0012-422,3.858360,-42.147060,PHE,PG,0.200,i/a dbl.
AM 0012-392,3.872390,-39.123730,SCL,PG,4.000,arc of 5 disturbed galaxies
AM 0013-322,3.879730,-32.182080,SCL,PG,1.800,dwarf w. 6 stars to side
AM 0013-424,3.874820,-42.388730,PHE,PG,0.100,small contact dbl. w. plumes
AM 0013-675,3.861020,-67.565380,TUC,PG,0.400,gal. w. i/a comp'n. (narrow loop)
AM 0013-691,3.931900,-68.993730,TUC,PG,1.000,chain of four
AM 0013-620,3.949250,-61.728740,TUC,PG,0.900,dwarf?
AM 0013-394,4.005030,-39.442110,PHE,PG,3.600,group of 4 peculiars
AM 0013-550,4.002630,-54.788760,PHE,PG,0.900,i/a triple (small one-armed
AM 0013-562,4.001370,-56.080420,PHE,PG,2.700,m51-type in chain of 4
AM 0013-272,4.097880,-27.127150,SCL,PG,0.500,galaxy w. i/a comp'n.
AM 0014-270,4.168650,-26.850510,SCL,PG,0.400,v. close pair (contact)
AM 0015-415,4.373020,-41.718890,PHE,PG,0.200,close pair
AM 0015-315,4.382620,-31.620570,SCL,PG,0.500,galaxy w. 2 tails
AM 0015-324,4.386340,-32.517240,SCL,PG,10.300,chain of 5 (pec. sp. + compact)
AM 0015-352,4.401600,-35.203910,SCL,PG,4.000,conspicuous cluster
AM 0015-615,4.403460,-61.720550,TUC,PG,1.300,close dbl.
AM 0015-372,4.479430,-37.168930,SCL,PG,0.200,compact + plumes
AM 0015-340,4.518570,-33.875620,SCL,PG,8.100,ringed spiral + comp'ns.
AM 0015-550,4.519840,-54.823930,PHE,PG,0.600,fan-shaped arms
AM 0015-434,4.550270,-43.432290,PHE,PG,0.200,m51-type
AM 0015-450,4.574150,-44.863960,PHE,PG,1.100,3-armed spiral
AM 0015-571,4.604260,-56.953960,PHE,PG,4.000,close group of 4
AM 0016-674,4.598520,-67.390620,TUC,PG,1.000,i/a triplet
AM 0016-475,4.634200,-47.655650,PHE,PG,0.600,dwarf/spiral?
AM 0016-361,4.654490,-35.942330,SCL,PG,1.300,i/a dbl. + i/a comp'n.
AM 0016-670,4.628830,-66.780630,TUC,PG,0.400,spiral w. peculiar arm
AM 0016-310,4.678020,-30.732350,SCL,PG,3.400,pair of dbl's.
AM 0016-231,4.768970,-22.935720,CET,PG,17.900,chain of 6 (incl. pec. spiral)
AM 0016-395,4.772630,-39.665710,PHE,PG,0.300,e + spiral
AM 0016-270,4.792160,-26.745730,SCL,PG,3.800,i/a triple in a line
AM 0016-614,4.767360,-61.397350,TUC,PG,0.200,i/a dbl.
AM 0016-365,4.799420,-36.599050,SCL,PG,0.200,contact dbl.
AM 0016-575,4.785320,-57.645700,PHE,PG,1.700,'elliptical' w. very faint outer
AM 0016-265,4.829590,-26.709080,SCL,PG,1.200,close pair in group of 3
AM 0016-694,4.806780,-69.454040,TUC,PG,0.200,i/a dbl. (in a group) thin arc
AM 0016-373,4.861310,-37.242410,SCL,PG,0.100,compact
AM 0017-615,4.890730,-61.699070,TUC,PG,1.600,close dbl.
AM 0017-513,4.912670,-51.265750,PHE,PG,6.700,group of 5
AM 0017-454,4.963450,-45.459110,PHE,PG,0.700,m51-type (2 comp'ns. on arm ?)
AM 0017-772,5.014090,-77.094120,HYI,PG,1.100,lo.s.br. sbd + 6 comp'ns
AM 0018-370,5.131470,-36.732520,SCL,PG,0.100,galaxy w. 4 comp'ns.
AM 0018-313,5.155440,-31.374200,SCL,PG,5.400,close triple(ring+ multi-nucleus)
AM 0018-344,5.153630,-34.470860,SCL,PG,0.400,i/a dbl.
AM 0018-255,5.179240,-25.714220,SCL,PG,9.900,triple cd (v. rich cluster)
AM 0018-640,5.237360,-63.857540,TUC,PG,2.000,pec. galaxy w. condens.? in jet
AM 0018-412,5.327650,-41.115930,PHE,PG,0.500,one-armed spiral w. comp'n.?
AM 0129-421,23.038860,-42.048220,PHE,PG,0.400,dwarf
AM 0018-391,5.333350,-38.994270,SCL,PG,0.400,i/a dbl. (filament)
AM 0018-485,5.341950,-48.642590,PHE,PG,3.600,robert's i/a quartet  dn 0019-489
AM 0019-570,5.543250,-56.811010,PHE,PG,0.200,i/a contact dbl.
AM 0019-812,5.459270,-81.120990,HYI,PG,0.300,i/a dbl.
AM 0020-535,5.609690,-53.642710,PHE,PG,2.700,sd/dwarf + compact
AM 0020-242,5.662310,-24.131090,CET,PG,0.300,galaxy w. i/a comp'n. (jet ?)
AM 0020-605,5.660890,-60.607730,TUC,PG,0.800,i/a dbl. (spiral + lenticular)
AM 0020-395,5.747830,-39.702780,PHE,PG,0.300,i/a dbl. (small)
AM 0020-425,5.749540,-42.692780,PHE,PG,0.300,small contact dbl.
AM 0020-695,5.702450,-69.696080,TUC,PG,0.200,m51-type
AM 0020-571,5.778680,-57.011120,PHE,PG,1.600,e w. 6 app. comp'ns. ( in line )
AM 0021-343,5.880520,-34.246180,SCL,PG,2.000,close group of 4
AM 0021-624,5.859360,-62.494490,TUC,PG,0.100,i/a dbl. (compact)
AM 0021-571,5.969120,-56.889540,PHE,PG,1.300,i/a spirals in line of 3
AM 0021-623,5.975440,-62.272880,TUC,PG,0.800,m51-type w. compact
AM 0021-395,6.075680,-39.692940,PHE,PG,1.600,distorted pair in triple (#1)
AM 0022-402,6.133410,-40.126300,PHE,PG,0.100,i/a dbl. in cluster
AM 0022-395,6.175260,-39.707990,PHE,PG,1.600,distorted pair in triple (#2)
AM 0022-400,6.195990,-39.734660,PHE,PG,1.600,distorted pair in triple (#3)
AM 0022-572,6.179480,-57.217980,PHE,PG,9.800,chain of 7 (spiral to i/a triple)
AM 0022-422,6.247750,-42.209690,PHE,PG,0.700,galaxy w. i/a comp'n.
AM 0022-694,6.221690,-69.428000,TUC,PG,0.600,dwarf (resolved) loop?
AM 0023-690,6.318820,-68.803050,TUC,PG,0.400,i/a triple + compact comp'ns
AM 0023-331,6.379760,-33.046430,SCL,PG,11.200,cd + 14 galaxies
AM 0023-332,6.388000,-33.138100,SCL,PG,0.700,bright-rimmed spiral
AM 0023-451,6.572600,-45.033190,PHE,PG,0.100,close pair
AM 0023-631,6.555860,-62.936500,TUC,PG,5.400,group of 5
AM 0024-420,6.633890,-41.859890,PHE,PG,0.900,dwarf
AM 0024-602,6.620460,-60.056540,TUC,PG,0.700,peculiar spiral (bright knots)
AM 0024-684,6.744190,-68.426610,TUC,PG,0.100,compact (fuzz)
AM 0024-473,6.831160,-47.339990,PHE,PG,0.400,disturbed single
AM 0025-472,6.885310,-47.118360,PHE,PG,0.200,dwarf/defect?
AM 0025-385,6.948100,-38.688400,SCL,PG,0.300,very small i/a knotty dwarfs
AM 0025-443,6.963230,-44.261730,PHE,PG,0.300,close i/a triple
AM 0025-505,6.967820,-50.585070,PHE,PG,0.400,i/a dbl. w. material
AM 0026-274,7.135840,-27.511850,SCL,PG,1.100,i/a triple in a line
AM 0026-235,7.151060,-23.646860,CET,PG,9.000,very rich  faint cluster
AM 0026-411,7.161740,-40.910180,PHE,PG,0.700,i/a triple
AM 0026-324,7.190220,-32.406880,SCL,PG,5.800,g.d. spiral + 2 diametrics
AM 0026-272,7.256630,-27.158590,SCL,PG,0.200,gal. w. i/a comp'n. (line of 3)
AM 0026-310,7.295340,-30.853610,SCL,PG,0.700,i/a dbl.
AM 0027-370,7.530940,-36.880410,SCL,PG,2.300,spiral w. 3 comp'ns.
AM 0027-333,7.588260,-33.245450,SCL,PG,17.900,sp. w. matr'l + diametric comp'ns
AM 0027-680,7.525090,-67.743730,TUC,PG,0.300,i/a dbl.
AM 0028-410,7.609880,-40.883790,PHE,PG,0.400,i/a dbl. in wide group of 8
AM 0028-372,7.622030,-37.135460,SCL,PG,1.000,i/a dbl. in group of 3
AM 0028-533,7.601150,-53.375440,PHE,PG,13.400,faint linear cluster
AM 0028-370,7.692880,-36.848840,SCL,PG,5.400,triple (#1: e)
AM 0028-424,7.724250,-42.483860,PHE,PG,0.300,m51-type (small)
AM 0028-443,7.742850,-44.275530,PHE,PG,0.100,compact w. i/a comp'n.
AM 0028-333,7.762680,-33.268890,SCL,PG,1.000,nucleated dwarf
AM 0028-371,7.759270,-36.890550,SCL,PG,5.400,triple (#2: s0)
AM 0028-225,7.779660,-22.622250,CET,PG,5.600,triple (#1: spiral w. strong arm)
AM 0028-564,7.777370,-56.450550,PHE,PG,4.000,gang of 4
AM 0028-230,7.846090,-22.763950,CET,PG,1.100,dwarf
AM 0029-333,7.978670,-33.265690,SCL,PG,0.400,dwarf
AM 0029-442,7.979380,-44.160690,PHE,PG,0.300,galaxy w. i/a comp'n.
AM 0029-280,8.029240,-27.727400,SCL,PG,1.100,small i/a dbl. w. tail
AM 0029-403,8.042100,-40.264060,PHE,PG,1.300,sd-dwarf (resolved)
AM 0029-643,7.999950,-64.315700,TUC,PG,10.300,close pair
AM 0029-664,7.992050,-66.404030,TUC,PG,2.900,compact chain of compacts
AM 0030-453,8.156300,-45.232470,PHE,PG,0.600,galaxy w. 2 i/a comp'ns.
AM 0030-394,8.188230,-39.480830,PHE,PG,1.200,pair of e's
AM 0030-681,8.170480,-67.970810,TUC,PG,0.700,close pair (dwarf)
AM 0030-323,8.286980,-32.264230,SCL,PG,1.100,galaxy w. peculiar abs'n.
AM 0030-565,8.256660,-56.687530,PHE,PG,0.400,spiral w. peculiar arms (small)
AM 0030-260,8.313460,-25.832590,SCL,PG,0.200,compact
AM 0030-223,8.328760,-22.360940,CET,PG,1.300,galaxy w. tail
AM 0030-570,8.301780,-56.854230,PHE,PG,0.600,group of 3 (#2)
AM 0030-782,8.191070,-78.214190,HYI,PG,0.900,i/a triple in group of 6
AM 0031-420,8.380490,-41.829290,PHE,PG,0.600,hi.s.br. linear object
AM 0031-280,8.407380,-27.797650,SCL,PG,1.900,i/a dbl.
AM 0031-570,8.372340,-56.744280,PHE,PG,0.600,group of 3 (#3: disturbed gal.
AM 0031-530,8.401190,-52.799300,PHE,PG,1.300,peculiar spiral w. i/a comp'n.
AM 0031-343,8.500990,-34.276040,SCL,PG,0.200,i/a dbl. (middle of cluster)
AM 0031-381,8.530340,-37.899390,SCL,PG,3.300,group of 3 (#1)
AM 0031-310,8.545950,-30.774410,SCL,PG,1.800,dwarf (clumps)   uks 0031-310
AM 0031-512,8.536760,-51.127720,PHE,PG,0.500,peculiar spiral
AM 0031-320,8.565760,-31.787760,SCL,PG,1.900,dominant lens
AM 0031-380,8.567720,-37.886090,SCL,PG,3.300,group of 3 (#2)
AM 0031-782,8.440840,-78.126020,HYI,PG,0.600,2 i/a triples in chain of 13
AM 0032-255,8.633770,-25.572810,SCL,PG,0.300,close i/a dbl. (2 e's)
AM 0032-301,8.650540,-30.019490,SCL,PG,4.500,spiral w. diametric comp'ns.
AM 0032-224,8.694580,-22.501190,CET,PG,2.700,close group of 6
AM 0032-675,8.670240,-67.652820,TUC,PG,6.700,chain of 8
AM 0032-424,8.765540,-42.422890,PHE,PG,0.100,compact? close triple?
AM 0032-442,8.829660,-44.081270,PHE,PG,0.700,m51-type (star?)
AM 0033-441,8.908520,-44.036330,PHE,PG,0.200,galaxy w. i/a comp'n.
AM 0033-253,8.949880,-25.376370,SCL,PG,4.000,dwarf spiral
AM 0033-372,8.958790,-37.138030,SCL,PG,0.100,contact i/a dbl.
AM 0033-455,8.955900,-45.671360,PHE,PG,0.200,i/a dbl.
AM 0033-312,9.006700,-31.201410,SCL,PG,0.200,compact
AM 0033-262,9.024030,-26.121430,SCL,PG,6.700,e + spiral in group of 13
AM 0033-324,9.017790,-32.544750,SCL,PG,4.000,triple (#1: e )
AM 0033-315,9.022870,-31.636420,SCL,PG,2.000,close triple
AM 0033-325,9.034350,-32.599760,SCL,PG,4.000,triple (#2: spiral)
AM 0033-280,9.113920,-27.786490,SCL,PG,3.900,triple (#1: spiral)
AM 0034-592,9.081380,-59.191450,TUC,PG,0.100,galaxy w. i/a comp'n.
AM 0034-225,9.160230,-22.594860,CET,PG,13.400,group of 3 edge-ons (#1)
AM 0034-260,9.161530,-25.773200,SCL,PG,0.200,compact
AM 0034-280,9.159630,-27.791530,SCL,PG,3.900,triple (#2: sp. w. lo.s.br. arms)
AM 0034-283,9.208940,-28.369900,SCL,PG,4.500,spiral w. pec. arms + app.comp'ns
AM 0034-334,9.211930,-33.556560,SCL,PG,0.300,compact i/a dbl.
AM 0034-294,9.249400,-29.481590,SCL,PG,13.000,spiral + compacts
AM 0034-324,9.258720,-32.531600,SCL,PG,0.400,disturbed single w. jets
AM 0034-351,9.268540,-34.939930,SCL,PG,0.600,compact w. hi.s.br. ring(?)
AM 0034-465,9.277750,-46.644930,PHE,PG,4.000,close pair of spirals (#1)
AM 0034-434,9.286640,-43.539940,PHE,PG,0.200,i/a dbl. w. material
AM 0034-533,9.319350,-53.259960,PHE,PG,0.900,multi-armed ("parallel") spiral
AM 0035-284,9.383330,-28.528360,SCL,PG,9.000,rich cluster
AM 0035-224,9.393130,-22.548370,CET,PG,13.400,group of 3 edge-ons (#3)
AM 0035-515,9.368160,-51.680000,PHE,PG,0.100,spiral w. i/a comp'n.
AM 0035-335,9.419420,-33.715050,SCL,PG,1.800,cartwheel  ring + i/a comp'ns.  35
AM 0035-434,9.423570,-43.505050,PHE,PG,0.400,dwarf
AM 0035-252,9.498900,-25.081790,SCL,PG,2.700,group of 10 e's
AM 0035-340,9.527400,-33.726800,SCL,PG,0.100,compact
AM 0035-375,9.526870,-37.680130,SCL,PG,0.300,compact
AM 0035-464,9.514250,-46.518450,PHE,PG,4.000,close pair of spirals (#2)
AM 0035-431,9.523970,-42.921790,PHE,PG,0.200,i/a dbl.
AM 0035-555,9.533050,-55.716800,PHE,PG,0.600,small i/a triple
AM 0036-243,9.640950,-24.341900,CET,PG,4.200,close pair of spirals (#1)
AM 0036-660,9.593860,-65.793520,TUC,PG,0.900,i/a dbl. (incl. peculiar spiral)
AM 0036-391,9.678800,-38.965250,SCL,PG,8.100,chain of 4 (#1: disturbed spiral)
AM 0036-390,9.720410,-38.886950,SCL,PG,8.100,chain of 4 (#3: edge-on spiral)
AM 0036-432,9.814100,-43.077020,PHE,PG,1.800,disturbed w. i/a dbl. comp'n.
AM 0037-375,9.875720,-37.560410,SCL,PG,1.000,i/a dbl. (#1: e )
AM 0037-374,9.892340,-37.547090,SCL,PG,1.000,i/a dbl. (#2: spiral)
AM 0037-245,9.948350,-24.603810,CET,PG,0.500,i/a dbl.
AM 0037-305,10.021070,-30.597200,SCL,PG,1.600,thin conn. to comp'n. (pec. arms)
AM 0038-721,10.002770,-71.983860,TUC,PG,1.200,close pair
AM 0038-372,10.162630,-37.198980,SCL,PG,0.200,compact in group of 4
AM 0038-562,10.144140,-56.180620,PHE,PG,5.400,cluster of bright galaxies
AM 0038-383,10.186010,-38.344000,SCL,PG,11.400,triple (#1: s0)
AM 0038-375,10.216100,-37.580690,SCL,PG,1.000,chain of 3 (#1)
AM 0038-634,10.161110,-63.440640,TUC,PG,1.800,lo.s.br. spiral + lo.s.br. comp'n
AM 0038-374,10.228620,-37.530700,SCL,PG,1.000,i/a dbl. w. faint  material
AM 0038-384,10.310460,-38.400770,SCL,PG,11.400,triple (#2: s0/e)
AM 0039-380,10.352710,-37.857470,SCL,PG,2.700,close pair (#1: spiral)
AM 0039-335,10.416330,-33.620860,SCL,PG,0.200,compact i/a dbl.
AM 0039-383,10.422570,-38.370860,SCL,PG,11.400,triple (#3: s/s0)
AM 0039-815,10.199080,-81.572430,HYI,PG,0.800,long  one-armed spiral
AM 0040-234,10.701960,-23.554450,CET,PG,2.200,i/a triple       [a82]
AM 0040-223,10.765680,-22.256170,CET,PG,1.800,dwarf (resolution) + pec. comp'n.
AM 0040-274,10.809940,-27.492880,SCL,PG,0.400,m51-type
AM 0041-390,10.853700,-38.756240,SCL,PG,1.300,isolated spiral w. tail/ring?
AM 0041-364,10.869420,-36.459590,SCL,PG,0.200,compact
AM 0041-502,10.850000,-50.184570,PHE,PG,1.800,sb (broken bar) + i/a comp'ns.
AM 0041-243,11.054530,-24.349760,CET,PG,0.400,i/a dbl.
AM 0041-393,11.035420,-39.356400,PHE,PG,0.300,small i/a dbl. + comp'ns.
AM 0041-383,11.041160,-38.294740,SCL,PG,0.200,compact
AM 0042-563,11.252230,-56.379930,PHE,PG,0.300,galaxy w. rings + i/a comp'n.
AM 0043-373,11.358020,-37.368370,SCL,PG,0.400,i/a triple in group of 4
AM 0043-232,11.442460,-23.213460,CET,PG,4.500,conspicuous cluster
AM 0043-312,11.462030,-31.201800,SCL,PG,1.300,spiral w. peculiar arm
AM 0043-635,11.476980,-63.561820,TUC,PG,11.200,rich cluster
AM 0043-385,11.584320,-38.685250,SCL,PG,1.100,i/a dbl.
AM 0043-474,11.576900,-47.428570,PHE,PG,0.400,i/a dbl. in group of 4
AM 0044-511,11.672440,-51.007000,PHE,PG,1.100,spiral w. i/a comp'ns.
AM 0044-353,11.755520,-35.273750,SCL,PG,0.100,compact
AM 0044-225,11.779970,-22.593780,CET,PG,1.300,dwarf
AM 0044-243,11.782080,-24.372110,CET,PG,0.900,galaxy w. loops paired w. ring
AM 0044-521,11.769230,-52.052090,PHE,PG,0.500,one-armed i/a sp.(compact at end)
AM 0044-554,11.788710,-55.462110,PHE,PG,0.800,one-armed spiral + app. comp'ns.
AM 0045-314,11.864720,-31.425520,SCL,PG,1.800,e w. ring + 6 app.comp'ns (2 i/a)
AM 0045-230,11.896170,-22.802230,CET,PG,1.100,disturbed single + app. comp'n.
AM 0045-483,11.865300,-48.235520,PHE,PG,2.700,e w. 6 comp'ns.
AM 0045-521,11.943490,-51.927260,PHE,PG,0.200,galaxy w. compact comp'n.
AM 0045-400,12.055760,-39.742370,PHE,PG,0.400,compact
AM 0045-421,12.055950,-42.024040,PHE,PG,0.900,cd in nest of 7 galaxies
AM 0046-572,12.060580,-57.120710,PHE,PG,0.400,elongated compact
AM 0046-413,12.190020,-41.292500,PHE,PG,0.300,compact
AM 0046-473,12.203090,-47.297520,PHE,PG,1.200,close triplet
AM 0046-372,12.225910,-37.220880,SCL,PG,0.400,irr. compact
AM 0046-394,12.292670,-39.535940,PHE,PG,1.600,wide pair (#1: spiral)
AM 0047-494,12.322410,-49.479300,PHE,PG,1.400,spiral w. 2 i/a comp'ns.
AM 0047-553,12.335200,-55.369320,PHE,PG,2.700,i/a group of 5
AM 0047-513,12.421590,-51.231070,PHE,PG,1.500,spiral w. app. comp'n.
AM 0047-395,12.479250,-39.639470,PHE,PG,1.600,wide pair (#2: galaxy w. comp'n.)
AM 0047-473,12.488900,-47.389470,PHE,PG,0.600,i/a dbl. w. 2 comp'ns + dwarf
AM 0047-304,12.576460,-30.487900,SCL,PG,0.400,spiral w. peculiar arm
AM 0048-230,12.677820,-22.886350,CET,PG,0.300,compact
AM 0048-270,12.677020,-26.798010,SCL,PG,1.700,compact + spiral
AM 0048-313,12.674910,-31.384670,SCL,PG,3.100,spiral w. i/a comp'n.
AM 0048-390,12.754710,-38.759750,SCL,PG,0.900,large compact
AM 0048-502,12.776330,-50.214770,PHE,PG,0.400,i/a dbl.
AM 0048-381,12.818420,-37.916490,SCL,PG,1.100,knotty galaxy in  i/a dbl.
AM 0048-284,12.845120,-28.528190,SCL,PG,6.700,conspicuous cluster
AM 0049-225,13.027380,-22.678380,CET,PG,1.000,spiral w. long arms + pec. comp'n
AM 0049-482,13.005080,-48.211680,PHE,PG,1.100,close pair
AM 0049-273,13.067000,-27.350090,SCL,PG,1.300,i/a triple
AM 0049-351,13.080580,-35.040100,SCL,PG,0.600,pair (#1: spiral w. i/a comp'n.)
AM 0049-412,13.074250,-41.063420,PHE,PG,0.700,disturbed galaxy w. jet
AM 0050-652,13.072650,-65.223450,TUC,PG,1.300,galaxy w. material + app. comp'n.
AM 0050-312,13.177880,-31.205210,SCL,PG,9.000,sp. w. i/a comp'n.(disturbed arm)
AM 0050-370,13.202290,-36.776900,SCL,PG,1.600,broken ring + compact
AM 0050-222,13.227700,-22.111930,CET,PG,0.200,galaxy w. i/a comp'n.
AM 0050-365,13.302050,-36.710340,SCL,PG,0.200,very compact
AM 0051-473,13.367700,-47.375410,PHE,PG,0.600,dbl. w. i/a comp'n. (i/a triple?)
AM 0051-271,13.420700,-27.057140,SCL,PG,1.400,pair (#1: edge-on)
AM 0051-475,13.445800,-47.647160,PHE,PG,1.000,spiral + comp'ns.
AM 0051-272,13.491240,-27.145550,SCL,PG,0.900,pair (#2: ring)
AM 0051-234,13.587610,-23.549000,CET,PG,2.500,i/a quartet
AM 0052-431,13.580850,-42.923980,PHE,PG,0.400,galaxy w. i/a comp'n.
AM 0052-660,13.575740,-65.855670,TUC,PG,0.800,i/a dbl.
AM 0052-603,13.635550,-60.285720,TUC,PG,0.700,e w. i/a compact (connection?)
AM 0052-575,13.650600,-57.725740,PHE,PG,0.200,compact
AM 0052-840,13.160340,-83.853790,OCT,PG,6.300,close triple (#1: large s0)
AM 0052-321,13.733330,-32.025820,SCL,PG,0.800,i/a dbl. (peculiar abs'n.)
AM 0052-375,13.748730,-37.677500,SCL,PG,9.900,super-assoc. on ends of arms
AM 0053-242,13.881990,-24.159330,CET,PG,1.000,i/a dbl.
AM 0053-243,13.935930,-24.244390,CET,PG,1.100,i/a dbl. (hi.s.br.)
AM 0053-304,13.926760,-30.537710,SCL,PG,0.500,dwarf w. condensations
AM 0053-374,13.948500,-37.399400,SCL,PG,1.500,i/a dbl. off mi.ax. of ngc 300
AM 0053-504,13.939770,-50.469390,PHE,PG,1.600,i/a dbl.
AM 0053-530,14.036220,-52.832840,PHE,PG,0.600,pair in group of 4 (#1: spiral)
AM 0053-532,14.035090,-53.186170,PHE,PG,1.100,edge-on w. "box" nucleus
