Name,RA,Dec,Con,OT,Diam,Mag,Other
ASCC 10,51.87,34.981,PER,OC,66.96,nan,N=71; d=672
ASCC 101,288.399,36.369,LYR,OC,44.64,nan,N=75; d=397
ASCC 105,295.548,27.366,VUL,OC,77.76,nan,N=127; d=551
ASCC 107,297.164,21.987,VUL,OC,20.88,nan,N=59; d=878
ASCC 108,298.306,39.349,CYG,OC,64.44,nan,N=230; d=1154
ASCC 11,53.056,44.856,PER,OC,37.44,nan,N=276; d=854
ASCC 110,300.742,33.528,CYG,OC,24.36,nan,N=70; d=1902
ASCC 111,302.891,37.515,CYG,OC,64.44,nan,N=156; d=836
ASCC 113,317.933,38.638,CYG,OC,63.48,nan,N=196; d=558
ASCC 114,324.99,53.997,CYG,OC,25.92,nan,N=150; d=913
ASCC 115,329.28,51.558,CYG,OC,30.0,nan,N=39; d=746
ASCC 12,72.4,41.744,PER,OC,36.36,nan,N=162; d=1030
ASCC 123,340.299,53.986,LAC,OC,155.28,nan,N=55; d=233
ASCC 127,347.205,64.974,CEP,OC,75.24,nan,N=122; d=375
ASCC 128,349.949,54.435,CAS,OC,61.56,nan,N=72; d=650
ASCC 13,78.255,44.417,AUR,OC,73.08,nan,N=110; d=1078
ASCC 16,81.198,1.655,ORI,OC,45.12,nan,N=226; d=348
ASCC 19,81.982,-1.987,ORI,OC,72.6,nan,N=188; d=357
ASCC 21,82.179,3.527,ORI,OC,49.2,nan,N=131; d=345
ASCC 23,95.047,46.71,AUR,OC,38.28,nan,N=129; d=616
ASCC 29,103.571,-1.67,MON,OC,16.44,nan,N=54; d=1027
ASCC 30,104.271,-6.23,MON,OC,32.4,nan,N=59; d=1080
ASCC 32,105.714,-26.512,CMA,OC,78.72,nan,N=259; d=794
ASCC 41,116.674,0.137,CMI,OC,81.48,nan,N=127; d=295
ASCC 58,153.657,-55.001,VEL,OC,71.04,nan,N=137; d=478
ASCC 6,26.846,57.722,CAS,OC,22.56,nan,N=133; d=1537
ASCC 66,168.367,-55.437,CEN,OC,11.64,nan,N=22; d=972
ASCC 67,175.28,-61.013,CEN,OC,21.96,nan,N=46; d=1958
ASCC 71,185.033,-67.509,MUS,OC,30.6,nan,N=93; d=1227
ASCC 73,189.281,-67.203,MUS,OC,118.56,nan,N=68; d=646
ASCC 77,212.694,-62.331,CEN,OC,21.48,nan,N=150; d=1148
ASCC 79,229.731,-60.798,CIR,OC,117.6,nan,N=129; d=829
ASCC 85,251.853,-45.555,SCO,OC,42.84,nan,N=119; d=870
ASCC 87,255.658,-28.421,OPH,OC,41.64,nan,N=51; d=769
ASCC 88,256.886,-35.564,SCO,OC,44.64,nan,N=144; d=888
ASCC 9,41.671,57.743,CAS,OC,25.8,nan,N=88; d=2297
ASCC 90,264.777,-34.874,SCO,OC,46.56,nan,N=69; d=574
ASCC 97,279.263,-19.139,SGR,OC,16.8,nan,N=37; d=565
ASCC 99,282.17,-18.488,SGR,OC,77.16,nan,N=71; d=294
Alessi 1,13.343,49.536,CAS,OC,29.88,nan,N=48; d=704
Alessi 10,301.233,-10.555,AQL,OC,31.92,nan,N=73; d=442; 4-3-p-*
Alessi 12,310.875,23.871,VUL,OC,81.84,nan,N=313; d=542; 4-3-m-*
Alessi 13,51.762,-35.821,FOR,OC,163.32,nan,N=48; d=104
Alessi 15,100.767,1.672,MON,OC,0.96,nan,N=17; d=8228
Alessi 17,113.853,-15.098,PUP,OC,2.64,nan,N=27; d=3418
Alessi 18,114.295,-26.386,PUP,OC,2.28,nan,N=27; d=6456
Alessi 19,274.741,12.311,OPH,OC,71.4,nan,N=74; d=575
Alessi 2,71.602,55.199,CAM,OC,66.48,nan,N=177; d=618; 4-3-m-*
Alessi 20,2.593,58.742,CAS,OC,28.2,nan,N=124; d=427
Alessi 21,107.69,-9.363,MON,OC,56.04,nan,N=137; d=571
Alessi 24,260.764,-62.693,ARA,OC,55.92,nan,N=163; d=479
Alessi 3,109.275,-46.142,PUP,OC,184.92,nan,N=178; d=278; 4-3-p-*
Alessi 31,267.698,-11.853,SER,OC,39.72,nan,N=185; d=663
Alessi 37,341.961,46.342,LAC,OC,50.76,nan,N=142; d=707
Alessi 43,132.631,-41.738,VEL,OC,34.8,nan,N=318; d=942
Alessi 44,295.325,1.592,AQL,OC,155.52,nan,N=220; d=655
Alessi 5,160.819,-61.081,CAR,OC,65.04,nan,N=302; d=395; 3-3-p-*
Alessi 53,97.352,9.18,MON,OC,2.64,nan,N=39; d=4406
Alessi 59,103.078,2.196,MON,OC,0.72,nan,N=17; d=3903
Alessi 6,220.058,-66.127,CIR,OC,35.28,nan,N=176; d=885
Alessi 60,105.619,-1.12,MON,OC,5.76,nan,N=80; d=2737
Alessi 62,284.026,21.597,HER,OC,30.72,nan,N=145; d=617
Alessi 8,232.408,-51.227,NOR,OC,26.88,nan,N=55; d=663; 4-3-p-*
Alessi 9,265.974,-47.028,ARA,OC,207.6,nan,N=194; d=206
Alessi Teutsch 11,304.127,52.051,CYG,OC,30.84,nan,N=119; d=645
Alessi Teutsch 12,255.421,-58.981,ARA,OC,58.68,nan,N=44; d=602
Alessi Teutsch 3,118.228,-53.022,CAR,OC,58.92,nan,N=95; d=691
Alessi Teutsch 5,332.218,61.103,CEP,OC,51.24,nan,N=158; d=876
Alessi Teutsch 8,180.649,-60.935,CRU,OC,35.76,nan,N=341; d=1004
Andrews Lindsay 5,281.079,-4.931,SCT,OC,2.76,nan,N=96; d=6014
Antalova 2,262.462,-32.541,SCO,OC,11.64,nan,N=35; d=1148; 4-1-p-*
Archinal 1,283.709,5.55,SER,OC,4.8,nan,N=67; d=1802; 2-3-p-*
Arp Madore 2,114.683,-33.845,PUP,OC,3.12,nan,N=33; d=14624
Auner 1,106.06,-19.748,CMA,OC,3.12,nan,N=51; d=8184; 2-2-m-*
Aveni Hunter 1,354.175,48.205,AND,OC,59.52,nan,N=82; d=420; 4-2-p-n
BDSB30,333.667,61.433,CEP,OC,2.88,nan,N=33; d=878
BDSB91,96.319,-10.551,MON,OC,4.32,nan,N=32; d=941
BDSB93,104.297,-8.202,MON,OC,4.32,nan,N=33; d=1250
BDSB96,106.332,-12.327,CMA,OC,5.4,nan,N=79; d=1145
BH 111,167.32,-63.834,CAR,OC,3.48,nan,N=29; d=2714; 2-2-p-*
BH 118,170.765,-58.549,CEN,OC,2.76,nan,N=68; d=10650; 2-1-p-*
BH 121,174.661,-63.387,CEN,OC,18.48,nan,N=223; d=2405
BH 132,186.72,-64.058,CRU,OC,5.52,nan,N=65; d=2557; 3-1-p-*
BH 140,193.462,-67.18,MUS,OC,10.8,nan,N=439; d=5230; 3-1-m-*
BH 144,198.808,-65.92,MUS,OC,2.88,nan,N=82; d=13493
BH 150,204.506,-63.346,CEN,OC,3.0,nan,N=55; d=4837
BH 151,205.051,-61.731,CEN,OC,0.96,nan,N=36; d=4881; 1-2-m-n
BH 164,222.311,-66.465,CIR,OC,76.68,nan,N=209; d=417
BH 19,121.768,-32.355,PUP,OC,3.0,nan,N=53; d=4563; 3-2-p-*
BH 200,252.484,-44.182,SCO,OC,6.48,nan,N=113; d=2296; 2-2-p-*
BH 202,253.779,-40.947,SCO,OC,7.68,nan,N=148; d=1724; 3-2-p-*
BH 211,255.535,-41.113,SCO,OC,9.84,nan,N=110; d=1808; 3-2-p-*
BH 217,259.071,-40.815,SCO,OC,4.68,nan,N=129; d=2952; 1-2-m-*
BH 221,259.641,-32.334,SCO,OC,18.24,nan,N=162; d=1095; 4-2-p-n
BH 222,259.694,-38.289,SCO,OC,2.4,nan,N=129; d=6976; 2-1-p-*
BH 23,123.449,-36.329,PUP,OC,44.64,nan,N=94; d=437; 3-2-p-*
BH 245,266.561,-29.7,SGR,OC,1.92,nan,N=44; d=2736
BH 37,128.946,-43.61,VEL,OC,4.08,nan,N=109; d=3670; 2-2-m-*
BH 54,132.413,-44.353,VEL,OC,5.76,nan,N=49; d=2229; 2-1-p-*
BH 55,134.042,-39.518,VEL,OC,5.76,nan,N=80; d=4671; 3-1-m-*
BH 56,134.355,-43.181,VEL,OC,25.8,nan,N=122; d=903; 4-3-m-n
BH 66,141.314,-54.719,VEL,OC,2.76,nan,N=43; d=7927
BH 67,141.687,-51.273,VEL,OC,3.0,nan,N=51; d=7888; 3-1-m-*
BH 72,142.838,-53.04,VEL,OC,2.76,nan,N=68; d=7181; 2-1-p-*
BH 73,142.981,-50.225,VEL,OC,1.68,nan,N=59; d=7456; 2-1-p-*
BH 78,145.952,-56.574,VEL,OC,1.56,nan,N=50; d=5575; 2-1-p-*
BH 84,150.331,-58.218,CAR,OC,2.88,nan,N=76; d=4378; 1-2-p-*
BH 85,150.469,-49.564,VEL,OC,3.72,nan,N=81; d=7405; 2-2-p-*
BH 87,151.148,-55.386,VEL,OC,7.92,nan,N=199; d=2245; 2-2-p-*
BH 90,153.064,-58.069,CAR,OC,5.16,nan,N=145; d=2513
BH 92,154.779,-56.425,VEL,OC,2.4,nan,N=43; d=2400; 2-2-p-*
BH 99,159.553,-59.168,CAR,OC,64.44,nan,N=389; d=443
Barkhatova 1,313.398,46.037,CYG,OC,8.64,nan,N=60; d=1981
Basel 1,282.036,-5.876,SCT,OC,8.4,nan,N=89; d=1805
Basel 10,34.878,58.304,PER,OC,3.84,nan,N=17; d=2122
Basel 11a,109.296,-13.988,CMA,OC,9.36,nan,N=104; d=1354
Basel 11b,89.547,21.965,ORI,OC,7.8,nan,N=84; d=1777
Basel 17,167.65,-59.047,CAR,OC,10.92,nan,N=31; d=2142; 4-2-vp-
Basel 18,201.967,-62.306,CEN,OC,7.2,nan,N=67; d=1861
Basel 4,87.242,30.19,AUR,OC,3.96,nan,N=55; d=3172
Basel 8,98.55,8.005,MON,OC,37.08,nan,N=33; d=1528
Berkeley 1,2.449,60.476,CAS,OC,4.32,nan,N=57; d=3784; 3-1-p-*
Berkeley 10,54.894,66.486,CAM,OC,9.84,nan,N=181; d=2496; 2-2-m-*
Berkeley 101,353.213,64.209,CEP,OC,2.88,nan,N=52; d=4847; 3-2-p-*
Berkeley 102,354.66,56.637,CAS,OC,5.88,nan,N=22; d=12609; 2-1-p-*
Berkeley 103,356.303,59.297,CAS,OC,2.64,nan,N=40; d=8173; 2-1-p-*
Berkeley 104,0.865,63.587,CAS,OC,4.56,nan,N=52; d=4407; 4-2-p-*
Berkeley 11,65.126,44.922,PER,OC,4.56,nan,N=92; d=2849
Berkeley 12,71.1,42.691,PER,OC,4.32,nan,N=114; d=4324; 2-1-m-*
Berkeley 13,73.943,52.809,CAM,OC,7.8,nan,N=155; d=4219; 3-1-p-*
Berkeley 14,74.935,43.488,AUR,OC,6.12,nan,N=203; d=4626
Berkeley 14A,75.278,43.429,AUR,OC,51.12,nan,N=13; d=1097
Berkeley 15,75.52,44.506,AUR,OC,7.2,nan,N=139; d=2720; 1-2-m-*
Berkeley 17,80.13,30.574,AUR,OC,8.52,nan,N=261; d=3229
Berkeley 18,80.531,45.442,AUR,OC,14.04,nan,N=317; d=5523
Berkeley 19,81.014,29.575,AUR,OC,4.44,nan,N=65; d=6106
Berkeley 2,6.319,60.392,CAS,OC,3.24,nan,N=93; d=6831
Berkeley 20,83.152,0.185,ORI,OC,1.8,nan,N=37; d=14402
Berkeley 21,87.93,21.812,ORI,OC,3.72,nan,N=52; d=5312
Berkeley 22,89.618,7.763,ORI,OC,2.64,nan,N=24; d=10149
Berkeley 23,98.318,20.535,GEM,OC,4.56,nan,N=105; d=5569; 3-1-m-*
Berkeley 24,99.452,-0.874,MON,OC,6.12,nan,N=244; d=5392; 2-2-p-*
Berkeley 25,100.317,-16.487,CMA,OC,2.28,nan,N=25; d=9467; 1-2-m-*
Berkeley 27,102.837,5.772,MON,OC,2.4,nan,N=70; d=4556; 2-2-m-*
Berkeley 28,103.028,2.922,MON,OC,2.52,nan,N=64; d=4201
Berkeley 29,103.268,16.93,GEM,OC,1.68,nan,N=15; d=19244
Berkeley 30,104.438,3.229,MON,OC,2.88,nan,N=105; d=5192
Berkeley 31,104.406,8.285,MON,OC,3.72,nan,N=130; d=5900
Berkeley 32,104.53,6.433,MON,OC,7.56,nan,N=413; d=3237
Berkeley 33,104.456,-13.227,CMA,OC,3.84,nan,N=148; d=5793
Berkeley 34,105.097,-0.239,MON,OC,2.88,nan,N=37; d=7915; 3-1-m-*
Berkeley 35,107.491,2.734,CMI,OC,4.68,nan,N=103; d=5281; 2-1-m-*
Berkeley 36,109.105,-13.196,CMA,OC,5.52,nan,N=177; d=4253; 3-1-m-*
Berkeley 37,110.075,-1.002,MON,OC,4.8,nan,N=124; d=4423; 3-2-p-*
Berkeley 39,116.702,-4.665,MON,OC,6.6,nan,N=543; d=4357
Berkeley 4,11.291,64.391,CAS,OC,3.96,nan,N=63; d=3077; 1-2-p-*
Berkeley 43,288.872,11.265,AQL,OC,5.76,nan,N=219; d=4658; 2-1-m-*
Berkeley 44,289.313,19.55,SGE,OC,6.0,nan,N=209; d=3016; 3-1-m-*
Berkeley 45,289.778,15.716,AQL,OC,2.28,nan,N=106; d=3945; 2-1-p-*
Berkeley 47,292.127,17.362,SGE,OC,3.48,nan,N=61; d=2323; 2-2-p-*
Berkeley 49,299.872,34.643,CYG,OC,2.28,nan,N=90; d=3175; 1-1-p-*
Berkeley 5,26.928,62.935,CAS,OC,2.28,nan,N=31; d=8555; 4-1-p-*
Berkeley 51,302.972,34.402,CYG,OC,2.4,nan,N=102; d=5098; 1-1-p-n
Berkeley 52,303.621,28.947,VUL,OC,3.36,nan,N=66; d=5692; 1-1-m-*
Berkeley 53,313.975,51.06,CYG,OC,10.68,nan,N=605; d=3623; 3-2-m-*
Berkeley 54,315.745,40.433,CYG,OC,3.96,nan,N=95; d=6706
Berkeley 55,319.232,51.762,CYG,OC,3.72,nan,N=120; d=2958; 3-1-m-*
Berkeley 56,319.391,41.835,CYG,OC,4.92,nan,N=73; d=13136; 2-1-m-*
Berkeley 58,0.063,60.937,CAS,OC,7.2,nan,N=142; d=3216
Berkeley 59,0.57,67.441,CEP,OC,16.44,nan,N=239; d=1058; 3-3-m-n
Berkeley 6,27.803,61.061,CAS,OC,5.28,nan,N=79; d=2949; 2-2-p-*
Berkeley 60,4.44,60.936,CAS,OC,4.8,nan,N=109; d=3776; 3-1-p-*
Berkeley 61,12.04,67.199,CAS,OC,2.88,nan,N=45; d=2958; 2-1-p-*
Berkeley 62,15.309,63.918,CAS,OC,9.72,nan,N=115; d=2572
Berkeley 63,34.858,63.718,CAS,OC,4.92,nan,N=56; d=4966; 3-1-p-*
Berkeley 65,39.768,60.403,CAS,OC,3.0,nan,N=45; d=2112
Berkeley 66,46.03,58.731,CAS,OC,6.48,nan,N=39; d=5345
Berkeley 67,69.472,50.755,PER,OC,9.84,nan,N=163; d=2253; 3-1-m-*
Berkeley 68,71.053,42.134,PER,OC,12.0,nan,N=247; d=3222
Berkeley 69,81.09,32.607,AUR,OC,4.56,nan,N=113; d=3472
Berkeley 7,28.546,62.366,CAS,OC,5.4,nan,N=108; d=2733
Berkeley 70,81.457,41.951,AUR,OC,7.32,nan,N=179; d=4849; 3-1-m-*
Berkeley 71,85.233,32.272,AUR,OC,4.32,nan,N=78; d=3930; 2-1-m-*
Berkeley 72,87.559,22.247,ORI,OC,4.8,nan,N=71; d=5482; 2-1-p-*
Berkeley 73,95.52,-6.321,MON,OC,1.92,nan,N=51; d=6345; 1-2-p-*
Berkeley 75,102.252,-23.999,CMA,OC,3.84,nan,N=49; d=8510; 2-2-p-*
Berkeley 76,106.672,-11.735,CMA,OC,6.24,nan,N=52; d=4043; 4-1-m-*
Berkeley 77,110.362,-3.234,MON,OC,3.36,nan,N=67; d=3497; 1-2-m-*
Berkeley 78,110.913,5.37,CMI,OC,4.56,nan,N=126; d=4641; 2-1-p-*
Berkeley 79,281.25,-1.146,AQL,OC,5.52,nan,N=98; d=2321
Berkeley 8,30.306,75.489,CAS,OC,9.24,nan,N=252; d=3580; 2-2-m-*
Berkeley 80,283.591,-1.214,AQL,OC,4.44,nan,N=86; d=2388; 2-1-p-*
Berkeley 81,285.419,-0.454,AQL,OC,5.28,nan,N=171; d=3534
Berkeley 82,287.845,13.111,AQL,OC,2.64,nan,N=27; d=1356
Berkeley 83,300.356,28.645,VUL,OC,1.56,nan,N=38; d=8258; 2-1-p-*
Berkeley 85,304.692,37.744,CYG,OC,6.84,nan,N=383; d=4017; 3-1-m-*
Berkeley 86,305.084,38.688,CYG,OC,8.4,nan,N=31; d=1703
Berkeley 87,305.396,37.433,CYG,OC,11.16,nan,N=131; d=1661
Berkeley 89,306.114,46.048,CYG,OC,5.04,nan,N=194; d=3730; 3-1-p-*
Berkeley 9,53.167,52.649,PER,OC,6.36,nan,N=152; d=1845; 2-1-p-*
Berkeley 90,308.819,46.843,CYG,OC,6.6,nan,N=90; d=3016; 2-1-p-n
Berkeley 91,317.711,48.543,CYG,OC,2.76,nan,N=41; d=4311; 2-1-p-*
Berkeley 92,321.206,57.528,CEP,OC,2.64,nan,N=39; d=10275; 3-1-p-*
Berkeley 94,335.711,55.862,CEP,OC,4.44,nan,N=52; d=4071
Berkeley 95,337.082,59.129,CEP,OC,4.92,nan,N=64; d=3604; 2-2-p-*
Berkeley 96,337.478,55.408,LAC,OC,3.0,nan,N=61; d=3560
Berkeley 97,339.853,59.005,CEP,OC,4.2,nan,N=93; d=2918; 4-2-p-*
Berkeley 98,340.665,52.407,LAC,OC,7.44,nan,N=168; d=3542; 3-2-m-*
Berkeley 99,350.26,71.778,CEP,OC,6.0,nan,N=94; d=6029
Bica 3,276.519,-13.058,SCT,OC,1.92,nan,N=89; d=2382
Biurakan 2,302.283,35.488,CYG,OC,16.68,nan,N=68; d=1750
Blanco 1,0.853,-29.958,SCL,OC,83.88,nan,N=381; d=235
Bochum 11,161.769,-60.096,CAR,OC,6.72,nan,N=71; d=2390
Bochum 13,259.333,-35.529,SCO,OC,12.6,nan,N=73; d=1679
Bochum 3,105.86,-5.021,MON,OC,3.96,nan,N=32; d=2094
Bochum 4,112.877,-17.229,PUP,OC,16.32,nan,N=27; d=1266
Bochum 6,112.992,-19.416,PUP,OC,9.0,nan,N=85; d=3599
Collinder 106,99.278,6.002,MON,OC,22.32,nan,N=114; d=1506; 4-2-p-*
Collinder 107,99.203,4.972,MON,OC,46.8,nan,N=159; d=1547
Collinder 110,99.677,2.069,MON,OC,18.84,nan,N=953; d=2204
Collinder 115,101.659,1.776,MON,OC,10.44,nan,N=215; d=1985; 4-2-m-*
Collinder 132,108.485,-30.758,CMA,OC,159.96,nan,N=99; d=653
Collinder 135,109.362,-37.044,PUP,OC,136.56,nan,N=352; d=302
Collinder 140,110.882,-31.966,CMA,OC,68.16,nan,N=150; d=381
Collinder 185,125.833,-36.349,PUP,OC,15.0,nan,N=69; d=1526
Collinder 197,131.202,-41.28,VEL,OC,18.0,nan,N=243; d=940
Collinder 205,135.119,-48.984,VEL,OC,5.64,nan,N=102; d=1953
Collinder 220,156.429,-57.922,CAR,OC,13.08,nan,N=137; d=2542
Collinder 258,186.798,-60.767,CRU,OC,15.36,nan,N=124; d=1260
Collinder 261,189.519,-68.377,MUS,OC,12.96,nan,N=1858; d=2903
Collinder 268,199.543,-67.079,MUS,OC,9.6,nan,N=141; d=2591
Collinder 269,200.992,-66.204,MUS,OC,16.44,nan,N=72; d=1676
Collinder 271,202.453,-64.199,CEN,OC,5.88,nan,N=53; d=2619
Collinder 272,202.586,-61.319,CEN,OC,15.24,nan,N=291; d=2255
Collinder 277,207.058,-66.066,MUS,OC,16.92,nan,N=206; d=1653; 4-1-m-*
Collinder 292,237.41,-57.594,NOR,OC,11.4,nan,N=105; d=1794; 4-2-m-
Collinder 307,248.792,-50.99,ARA,OC,7.56,nan,N=133; d=1947; 3-2-p-*
Collinder 338,264.483,-37.657,SCO,OC,29.04,nan,N=70; d=645; 3-2-m-*
Collinder 350,267.018,1.525,OPH,OC,94.32,nan,N=178; d=365; 4-1-p-*
Collinder 359,270.598,3.26,OPH,OC,187.44,nan,N=329; d=551
Collinder 394,283.092,-20.229,SGR,OC,23.52,nan,N=183; d=705
Collinder 419,304.534,40.732,CYG,OC,6.96,nan,N=51; d=1019; 4-2-p-*
Collinder 463,27.031,71.738,CAS,OC,72.96,nan,N=433; d=857
Collinder 469,274.143,-18.309,SGR,OC,3.48,nan,N=32; d=2339
Collinder 69,83.792,9.813,ORI,OC,118.68,nan,N=669; d=401
Collinder 74,87.17,7.374,ORI,OC,7.56,nan,N=118; d=2452
Collinder 95,97.788,9.894,MON,OC,20.52,nan,N=144; d=672; 4-2-p-n
Czernik 1,1.906,61.476,CAS,OC,2.88,nan,N=39; d=2950; 4-2-m-*
Czernik 10,38.483,60.167,CAS,OC,2.76,nan,N=42; d=3734; 4-1-p-*
Czernik 12,39.853,54.922,PER,OC,5.64,nan,N=38; d=1955; 3-2-p-*
Czernik 13,41.106,62.327,CAS,OC,6.0,nan,N=102; d=3100
Czernik 14,49.262,58.612,CAM,OC,3.24,nan,N=58; d=3181; 3-1-p-*
Czernik 16,52.754,52.612,PER,OC,6.84,nan,N=54; d=2706; 4-2-p-*
Czernik 18,66.963,30.936,TAU,OC,6.12,nan,N=51; d=1303; 4-1-p-*
Czernik 19,74.258,28.763,AUR,OC,9.12,nan,N=91; d=2524; 2-1-m-*
Czernik 2,10.952,60.197,CAS,OC,10.2,nan,N=92; d=1906; 4-2-m-*
Czernik 20,80.129,39.545,AUR,OC,3.84,nan,N=42; d=3415
Czernik 21,81.671,36.013,AUR,OC,6.36,nan,N=134; d=4000; 4-1-m-n
Czernik 23,87.525,28.898,AUR,OC,6.0,nan,N=119; d=3158; 3-1-p-*
Czernik 24,88.848,20.876,ORI,OC,5.4,nan,N=121; d=3449; 3-1-m-*
Czernik 25,93.432,6.953,ORI,OC,6.72,nan,N=123; d=2141; 2-2-p-*
Czernik 26,97.754,-4.183,MON,OC,2.28,nan,N=12; d=11286; 3-1-m-*
Czernik 27,105.83,6.382,MON,OC,2.88,nan,N=57; d=4001; 2-2-p-*
Czernik 29,112.1,-15.385,PUP,OC,7.08,nan,N=193; d=3796
Czernik 3,15.78,62.787,CAS,OC,1.68,nan,N=48; d=4472; 3-2-p-*
Czernik 30,112.796,-9.945,MON,OC,3.6,nan,N=94; d=7193; 4-2-p-n
Czernik 31,114.238,-20.515,PUP,OC,4.56,nan,N=88; d=3090; 3-2-p-*
Czernik 32,117.62,-29.853,PUP,OC,4.32,nan,N=174; d=4438; 2-1-m-*
Czernik 37,268.32,-27.373,SGR,OC,4.68,nan,N=229; d=2298; 2-1-m-*
Czernik 38,282.451,4.965,SER,OC,4.92,nan,N=194; d=2424; 1-2-r-*
Czernik 39,286.926,4.337,AQL,OC,3.84,nan,N=61; d=3548; 3-2-m-*
Czernik 40,295.661,21.145,VUL,OC,9.36,nan,N=113; d=4242; 2-2-m-*
Czernik 41,297.754,25.29,VUL,OC,9.96,nan,N=234; d=2511; 3-2-m-*
Czernik 42,339.896,59.908,CEP,OC,3.24,nan,N=49; d=4740; 3-1-p-*
Czernik 44,353.415,61.954,CAS,OC,6.96,nan,N=48; d=4696; 2-2-p-*
Czernik 6,30.543,62.838,CAS,OC,6.36,nan,N=28; d=2617; 2-2-p-*
Czernik 8,38.24,58.764,PER,OC,3.0,nan,N=40; d=2774
Czernik 9,38.393,59.883,CAS,OC,4.44,nan,N=64; d=3034; 3-2-p-*
DB2001 22,310.645,42.946,CYG,OC,3.84,nan,N=24; d=3369
DBSB 100,245.106,-50.902,NOR,OC,3.48,nan,N=52; d=5652
DBSB 101,242.631,-49.014,NOR,OC,7.68,nan,N=45; d=1822
DBSB 104,255.997,-51.088,ARA,OC,4.2,nan,N=27; d=1067
DBSB 21,130.571,-40.737,VEL,OC,1.92,nan,N=14; d=1558
DBSB 3,107.579,-18.434,CMA,OC,3.96,nan,N=45; d=3230
DBSB 43,150.962,-59.232,CAR,OC,2.64,nan,N=28; d=4626
DBSB 6,112.493,-19.102,PUP,OC,4.32,nan,N=26; d=3519
DBSB 60,166.385,-62.482,CAR,OC,3.6,nan,N=31; d=4321
DBSB 7,113.855,-18.677,PUP,OC,12.72,nan,N=70; d=2629
DC 5,159.996,-59.192,CAR,OC,3.72,nan,N=139; d=4410
DC 8,92.335,31.228,AUR,OC,2.28,nan,N=31; d=3972
Danks 1,198.121,-62.699,CEN,OC,2.4,nan,N=71; d=5323; 1-1-p-*
Danks 2,198.222,-62.681,CEN,OC,1.56,nan,N=67; d=6323; 1-1-p-*
Dias 1,10.63,64.056,CAS,OC,6.96,nan,N=62; d=2491
Dias 2,92.291,4.573,ORI,OC,6.12,nan,N=54; d=4187
Dias 5,274.385,-19.707,SGR,OC,9.36,nan,N=91; d=1293
Dias 6,277.617,-12.33,SCT,OC,5.88,nan,N=228; d=2775
Dolidze 11,306.682,41.372,CYG,OC,3.12,nan,N=31; d=1927; 4-3-p-n
Dolidze 16,78.623,32.707,AUR,OC,15.6,nan,N=52; d=1264; 4-2-p-n
Dolidze 3,303.803,36.832,CYG,OC,11.28,nan,N=36; d=1906; 3-2-m-n
Dolidze 32,280.26,-4.054,SCT,OC,11.04,nan,N=38; d=2026; 2-2-m-*
Dolidze 5,305.025,39.331,CYG,OC,10.32,nan,N=158; d=2116; 3-3-m-n
Dolidze 53,296.588,24.613,VUL,OC,5.28,nan,N=42; d=1972
Dolidze 8,306.129,42.3,CYG,OC,9.96,nan,N=43; d=978; 1-2-p-n
ESO 092 05,150.801,-64.755,CAR,OC,5.16,nan,N=55; d=11147
ESO 092 18,153.73,-64.611,CAR,OC,3.0,nan,N=59; d=16347
ESO 130 06,181.97,-59.31,CRU,OC,13.08,nan,N=72; d=794
ESO 130 08,182.619,-59.479,CRU,OC,12.12,nan,N=117; d=1333
ESO 130 13,185.782,-59.644,CRU,OC,10.56,nan,N=133; d=2408
ESO 134 12,221.22,-59.158,CIR,OC,3.96,nan,N=63; d=2253; 3-3-p-*
ESO 166 04,137.602,-53.884,VEL,OC,8.16,nan,N=36; d=1117
ESO 211 03,132.897,-50.253,VEL,OC,6.12,nan,N=135; d=5309
ESO 211 09,139.186,-50.285,VEL,OC,2.88,nan,N=28; d=8182; 2-2-p-*
ESO 226 06,246.04,-51.151,NOR,OC,4.8,nan,N=30; d=2392; 4-2-vp-*
ESO 311 21,120.415,-41.596,PUP,OC,5.4,nan,N=64; d=5298
ESO 312 03,126.123,-41.287,PUP,OC,5.88,nan,N=64; d=3893; 3-2-R-*
ESO 312 04,126.722,-41.251,VEL,OC,1.92,nan,N=39; d=5595; 4-2-p-*
ESO 313 03,127.907,-41.784,VEL,OC,1.8,nan,N=11; d=5199; 2-2-r-*
ESO 368 11,116.086,-34.628,PUP,OC,6.12,nan,N=113; d=2181; 3-3-m-*
ESO 368 14,116.751,-32.959,PUP,OC,3.12,nan,N=37; d=3986; 3-3-m-*
ESO 371 25,133.248,-35.476,PYX,OC,2.76,nan,N=61; d=6114; 2-2-m-*
ESO 393 15,265.923,-34.203,SCO,OC,10.92,nan,N=22; d=2903
ESO 559 13,112.176,-20.807,PUP,OC,3.0,nan,N=17; d=2333; 3-3-m-*
ESO 589 26,270.56,-21.922,SGR,OC,3.72,nan,N=102; d=2738; 3-2-p-*
FSR 0088,282.667,-4.158,SCT,OC,8.04,nan,N=250; d=3809
FSR 0123,287.911,12.037,AQL,OC,5.04,nan,N=158; d=4891
FSR 0133,292.448,15.561,AQL,OC,8.64,nan,N=316; d=7821
FSR 0154,297.009,23.353,VUL,OC,5.52,nan,N=110; d=4168
FSR 0158,296.99,26.04,VUL,OC,2.16,nan,N=27; d=5958
FSR 0165,299.546,26.761,VUL,OC,7.92,nan,N=87; d=2469
FSR 0166,303.385,25.43,VUL,OC,6.12,nan,N=81; d=2774
