Name,RA,Dec,Con,OT,Mag,Diam,Other
Arp 212,350.125000,17.225600,PEG,PG,12.10,2.080,N=1; z=0.006765
Arp 213,61.946200,69.813100,CAM,PG,10.50,6.890,N=1
Arp 214,173.148300,53.066400,UMA,PG,10.70,10.660,N=1; z=0.00376
Arp 215,138.521700,40.114200,LYN,PG,11.70,4.550,N=1; z=0.00836
Arp 216,352.230600,3.522350,PSC,PG,12.90,4.466,N=2; z=0.0177622222222222
Arp 217,159.692100,53.501900,UMA,PG,10.80,4.030,N=1; z=0.003585
Arp 218,238.394550,18.606250,SER,PG,15.40,1.146,N=3
Arp 219,54.966200,-2.113300,ERI,PG,14.90,1.170,N=1
Arp 220,233.738300,23.502900,SER,PG,13.10,0.186,N=3
Arp 221,144.115800,-11.328600,HYA,PG,14.00,1.690,N=1
Arp 222,354.975800,-12.291900,AQR,PG,10.60,6.110,N=1; z=0.00653111111111111
Arp 223,349.508700,-4.648900,AQR,PG,11.40,2.990,N=1; z=0.0116944444444444
Arp 224,177.777500,55.079200,UMA,PG,12.40,2.730,N=1; z=0.0200766666666667
Arp 225,133.911700,78.224400,CAM,PG,10.10,6.370,N=1; z=0.00491
Arp 226,335.186700,-24.678600,AQR,PG,11.40,2.600,N=1; z=0.0160566666666667
Arp 227,19.983750,3.413600,PSC,PG,11.50,5.308,N=2; z=0.00800666666666667
Arp 228,27.222500,10.521700,PSC,PG,13.70,2.080,N=1
Arp 229,20.917300,33.268600,PSC,PG,13.50,1.479,N=2; z=0.01707
Arp 230,11.600800,-13.442200,CET,PG,13.00,1.820,N=1
Arp 231,10.888700,-4.118100,CET,PG,14.50,nan,N=1
Arp 232,143.443700,10.152200,LEO,PG,11.50,5.330,N=1
Arp 233,158.133300,54.400800,UMA,PG,13.40,1.300,N=1
Arp 234,173.951700,54.524400,UMA,PG,11.90,3.250,N=1
Arp 235,2.192500,15.815600,PEG,PG,12.70,3.640,N=1
Arp 236,16.952500,-17.505850,CET,PG,14.30,0.503,N=2
Arp 237,141.933100,12.287650,LEO,PG,15.30,0.232,N=2
Arp 238,198.884600,62.126100,UMA,PG,15.00,1.027,N=2
Arp 239,205.423950,55.671250,UMA,PG,12.70,0.758,N=2; z=0.0256216666666667
Arp 240,204.981000,0.835650,VIR,PG,12.90,1.304,N=2; z=0.0221883333333333
Arp 241,219.461700,30.481400,BOO,PG,15.00,1.430,N=1
Arp 242,191.544400,30.728850,COM,PG,13.00,0.592,N=2; z=0.0218916666666667
Arp 243,129.599950,25.752500,CNC,PG,13.40,0.300,N=3; z=0.0178066666666667
Arp 244,180.472100,-18.875000,CRV,PG,10.30,1.225,N=2; z=0.00482916666666667
Arp 245,146.438550,-14.347250,HYA,PG,12.20,2.970,N=2
Arp 246,1.718950,8.350700,PSC,PG,14.30,0.573,N=2
Arp 247,125.889550,21.343200,CNC,PG,14.70,0.750,N=3
Arp 248,176.676050,-3.836100,VIR,PG,14.10,4.337,N=3
Arp 249,0.085200,22.992800,PEG,PG,16.20,0.612,N=2
Arp 250,113.998700,35.381100,LYN,PG,15.00,nan,N=1
Arp 251,13.445400,-13.861100,CET,PG,15.50,1.170,N=1
Arp 252,146.245800,-19.719050,HYA,PG,15.30,0.838,N=2
Arp 253,145.863700,-5.279550,SEX,PG,14.30,1.497,N=2
Arp 254,230.384200,-7.377200,LIB,PG,14.50,1.950,N=1
Arp 255,148.286200,7.880600,LEO,PG,14.30,1.430,N=1
Arp 256,4.711250,-10.369300,CET,PG,13.60,0.977,N=3
Arp 257,132.908750,-2.360300,HYA,PG,15.00,0.739,N=2
Arp 258,39.778950,18.380700,ARI,PG,14.60,1.951,N=4
Arp 259,75.404350,-4.260300,ERI,PG,13.30,0.928,N=4
Arp 260,183.411200,16.121900,COM,PG,14.80,1.820,N=1
Arp 261,222.382100,-10.164900,LIB,PG,13.40,1.150,N=4
Arp 262,359.184800,16.810000,PEG,PG,13.20,0.404,N=2
Arp 263,156.272900,17.159700,LEO,PG,11.40,6.500,N=1; z=0.00254
Arp 264,150.988700,40.756900,LMI,PG,13.10,4.420,N=1
Arp 265,193.471700,36.086100,CVN,PG,16.00,1.690,N=1
Arp 266,194.757100,34.860800,CVN,PG,12.30,5.200,N=1; z=0.00276666666666667
Arp 267,159.177500,31.547500,LMI,PG,14.70,2.600,N=1
Arp 268,124.775000,70.714200,UMA,PG,10.70,10.400,N=1
Arp 269,187.641650,41.669550,CVN,PG,9.80,3.780,N=2; z=0.00238333333333333
Arp 270,162.470400,32.985300,LMI,PG,12.10,1.526,N=2; z=0.0054625
Arp 271,210.855850,-6.050000,VIR,PG,11.40,2.336,N=2
Arp 272,241.377100,17.769200,HER,PG,15.20,0.910,N=1
Arp 273,35.377300,39.365850,AND,PG,13.70,1.395,N=2
Arp 274,218.780000,5.354150,VIR,PG,13.00,0.962,N=3
Arp 275,141.478700,-11.991950,HYA,PG,13.30,1.002,N=2
Arp 276,37.047300,19.586500,ARI,PG,12.90,1.599,N=2
Arp 277,193.712700,2.646800,VIR,PG,13.00,0.783,N=2; z=0.00274666666666667
Arp 278,334.865000,29.392250,PEG,PG,13.60,0.956,N=2
Arp 279,48.567300,-2.813200,ERI,PG,11.70,3.709,N=2
Arp 280,174.447300,47.886250,UMA,PG,11.80,1.342,N=2; z=0.00268
Arp 281,190.511250,32.556500,CVN,PG,9.30,2.499,N=2; z=0.002095
Arp 282,9.217100,23.988050,AND,PG,12.40,0.440,N=2
Arp 283,139.362300,41.996650,LYN,PG,12.30,1.820,N=2; z=0.00566333333333333
Arp 284,354.075200,2.155850,PSC,PG,12.50,1.982,N=2; z=0.00994
Arp 285,141.040000,49.226100,UMA,PG,13.00,3.797,N=2
Arp 286,215.076650,3.962950,VIR,PG,10.50,7.677,N=3; z=0.00502833333333333
Arp 287,135.667500,25.936650,CNC,PG,13.30,0.788,N=2
Arp 288,203.732450,13.786800,VIR,PG,13.00,5.414,N=2
Arp 289,179.030000,-19.895000,CRT,PG,11.00,6.890,N=1
Arp 290,30.947050,14.724150,ARI,PG,14.20,2.290,N=2
Arp 291,160.702900,13.459400,LEO,PG,13.70,1.560,N=1
Arp 292,148.637500,-6.857500,SEX,PG,13.20,2.210,N=1
Arp 293,254.615200,58.946350,DRA,PG,13.30,1.759,N=2
Arp 294,174.931450,31.920150,UMA,PG,12.30,1.399,N=2; z=0.00844
Arp 295,355.483350,-3.633050,AQR,PG,14.50,6.638,N=2
Arp 296,172.205400,58.590600,UMA,PG,15.70,0.910,N=1
