Name,RA,Dec,Con,OT,Mag,Other
FGC 243,31.615350,13.664590,ARI,GX,16.97,Scd
FGC 253,32.690400,18.076390,ARI,GX,17.30,Scd
FGC 259,33.374550,17.312220,ARI,GX,17.40,Sc
FGC 265,33.722850,16.880000,ARI,GX,16.70,Sc
FGC 288,36.159300,19.376540,ARI,GX,16.14,Sd
FGC 291,36.513450,29.017490,TRI,GX,16.70,Sc
FGC 301,37.390350,24.259140,ARI,GX,17.00,Scd
FGC 311,38.279550,22.375280,ARI,GX,17.59,Sd
FGC 313,38.545350,21.751940,ARI,GX,17.16,Scd
FGC 315,38.613750,26.508560,ARI,GX,17.44,Sc
FGC 316,39.024150,21.609790,ARI,GX,16.95,Scd
FGC 321,39.251100,25.625400,ARI,GX,16.34,Sc
FGC 326,39.676800,10.771870,ARI,GX,17.07,Sc
FGC 330,40.440600,15.176860,ARI,GX,16.82,Sc
FGC 332,40.492500,15.117190,ARI,GX,16.84,Sc
FGC 284,35.710050,17.815000,ARI,GX,16.60,Scd
FGC 375,45.346950,27.643160,ARI,GX,17.10,Sc
FGC 362,44.034900,27.700810,ARI,GX,16.75,Sd
FGC 370,44.950050,18.865700,ARI,GX,16.50,Sc
FGC 374,45.246300,19.323200,ARI,GX,16.75,Sc
FGC 378,45.517800,25.793380,ARI,GX,16.77,Sc
FGC 376,45.341700,15.533970,ARI,GX,17.84,Sc
FGC 389,47.281350,22.856810,ARI,GX,17.29,Sc
FGC 342,41.578350,16.682780,ARI,GX,16.80,Sc
FGC 343,41.947500,16.645440,ARI,GX,16.70,Sc
FGC 417,50.850000,11.152370,ARI,GX,16.79,Scd
FGC 415,50.676750,19.354330,ARI,GX,16.67,Sc
FGC 418,51.016350,15.102520,TAU,GX,17.10,Sd
FGC 420,51.390150,19.762340,ARI,GX,17.31,Sc
FGC 421,51.201600,19.865440,ARI,GX,16.32,Sc
FGC 422,51.334050,25.489990,ARI,GX,17.37,Sd
FGC 432,52.999200,14.781040,TAU,GX,17.12,Sc
FGC 435,53.656350,12.064830,TAU,GX,16.70,Sc
FGC 436,53.703300,15.141930,TAU,GX,17.25,Scd
FGC 439,54.868050,13.394880,TAU,GX,16.49,Sc
FGC 443,55.255650,13.571970,TAU,GX,16.20,Sc
FGC 400,48.764550,16.215920,ARI,GX,17.12,Sc
FGC 470,63.505500,26.750030,TAU,GX,16.30,Scd
FGC 464,60.406800,24.822000,TAU,GX,16.71,Sc
FGC 465,60.409800,20.264250,TAU,GX,16.93,Sc
FGC 641,114.080100,23.664140,GEM,GX,17.86,Sc
FGC 658,116.269650,12.222720,CMI,GX,16.60,Sc
FGC 669,117.998400,17.757520,GEM,GX,17.31,Scd
FGC 836,136.596900,27.625430,CNC,GX,16.41,Sc
FGC 912,143.958750,22.924230,LEO,GX,17.82,Scd
FGC 943,146.898900,23.906960,LEO,GX,16.96,Scd
FGC 1046,154.310100,15.217050,LEO,GX,17.43,Sc
FGC 1093,158.259750,22.575110,LEO,GX,16.96,Scd
FGC 1303,176.537400,12.879560,LEO,GX,17.15,Sd
FGC 1614,201.308700,20.718260,COM,GX,17.22,Sc
FGC 1650,204.908400,13.524020,BOO,GX,17.79,Sc
FGC 1655,205.292100,26.136420,BOO,GX,17.85,Scd
FGC 1818,222.595500,12.012790,BOO,GX,17.98,Sc
FGC 1791,220.123500,13.338430,BOO,GX,17.68,Sc
FGC 1934,235.283100,24.294570,SER,GX,18.07,Sc
FGC 1997,242.493750,22.735830,HER,GX,17.22,Sd
FGC 2083,253.679700,17.114950,HER,GX,17.52,Sc
FGC 2153,265.365450,18.654810,HER,GX,17.19,Scd
FGC 2136,261.845250,25.492410,HER,GX,16.96,Sc
FGC 2154,266.057400,20.046930,HER,GX,16.98,Sc
FGC 2105,256.398450,25.565590,HER,GX,16.61,Sc
FGC 2124,259.335450,25.121940,HER,GX,18.01,Scd
FGC 2130,260.835900,16.360180,HER,GX,17.27,Sc
FGC 2197,274.933350,21.563780,HER,GX,16.70,Sc
FGC 2189,273.004950,25.575130,HER,GX,17.09,Sc
FGC 2187,272.882250,25.004310,HER,GX,16.84,Scd
FGC 2192,273.453150,20.881590,HER,GX,16.64,Sc
FGC 2191,273.187800,23.729230,HER,GX,17.16,Sc
FGC 2201,276.430050,29.496940,HER,GX,16.90,Sd
FGC 2160,267.249000,18.923900,HER,GX,nan,Sc
FGC 2215,279.020550,20.200130,HER,GX,17.00,Sd
FGC 2157,266.953050,19.253080,HER,GX,16.89,Sc
FGC 2309,316.848750,17.867060,DEL,GX,17.75,Sc
FGC 2315,319.703850,13.035990,PEG,GX,16.82,Sc
FGC 2342,326.906250,25.887780,PEG,GX,17.45,Scd
FGC 2367,332.000400,15.717350,PEG,GX,16.80,Sc
FGC 2329,323.629500,14.680730,PEG,GX,16.60,Sc
FGC 2393,337.314450,29.386430,PEG,GX,16.55,Sc
FGC 2418,342.000450,12.067540,PEG,GX,17.12,Sc
FGC 2425,342.654000,12.235310,PEG,GX,17.10,Sc
FGC 2444,345.015750,15.019630,PEG,GX,17.32,Sc
FGC 2449,345.615600,11.635040,PEG,GX,17.25,Sc
FGC 2460,346.684650,18.234000,PEG,GX,16.89,Sc
FGC 2472,348.459900,22.160550,PEG,GX,17.53,Sc
FGC 2482,349.447800,28.674020,PEG,GX,17.25,Sc
FGC 2437,344.635050,10.981320,PEG,GX,16.72,Sc
FGC 2442,344.806200,26.389440,PEG,GX,17.65,Sc
FGC 2500,351.498000,22.999080,PEG,GX,16.56,Sc
FGC 2499,351.157050,27.941110,PEG,GX,17.52,Scd
FGC 2504,352.188750,24.746110,PEG,GX,17.70,Sc
FGC 2511,353.214600,22.935970,PEG,GX,16.43,Sc
FGC 2513,353.302200,28.745840,PEG,GX,17.19,Sc
FGC 2526,355.629000,28.044340,PEG,GX,16.39,Sc
FGC 2532,356.054850,28.271960,PEG,GX,17.18,Sc
FGC 2485,349.708050,19.181790,PEG,GX,16.89,Sc
FGC 2487,349.956600,28.795370,PEG,GX,17.41,Sc
FGC 2534,356.284650,22.671040,PEG,GX,16.68,Sc
FGC 2555,358.714950,27.910810,PEG,GX,16.30,Sc
FGC 2537,357.168000,11.023240,PEG,GX,16.80,Sc
FGC 2540,357.256650,27.949640,PEG,GX,16.68,Sc
FGC 2536,356.986800,28.131600,PEG,GX,16.91,Scd
FGC 2549,358.282500,10.530560,PEG,GX,17.71,Sc
FGC 4A,2.388300,21.775200,PEG,GX,18.53,
FGC 5A,3.411150,15.674700,PEG,GX,17.99,Sd
FGC 13A,18.360000,17.441080,PSC,GX,17.88,S?
FGC 9A,9.859500,12.458380,PSC,GX,17.64,
FGC 44A,40.850550,10.889940,ARI,GX,17.71,
FGC 28A,31.377750,14.614700,ARI,GX,17.21,S?
FGC 30A,32.546100,15.315940,ARI,GX,16.75,
FGC 58A,53.684250,15.775150,TAU,GX,nan,
FGC 34A,33.783750,26.386970,ARI,GX,17.61,
FGC 43A,40.604250,28.493490,ARI,GX,17.88,S?
FGC 45A,41.711100,15.451640,ARI,GX,17.04,
FGC 25A,29.754300,27.686450,TRI,GX,nan,
FGC 32A,33.167850,11.337610,ARI,GX,18.38,
FGC 63A,56.476500,17.599400,TAU,GX,nan,
FGC 24A,29.691450,21.277880,ARI,GX,17.32,
FGC 36A,34.789800,10.320150,CET,GX,nan,
FGC 96A,122.472900,29.284710,CNC,GX,18.38,S?
FGC 84A,105.995700,27.900400,GEM,GX,nan,
FGC 100A,128.831400,27.487600,CNC,GX,18.01,
FGC 95A,121.907550,23.858050,CNC,GX,18.36,S?
FGC 137A,163.746750,11.162600,LEO,GX,nan,
FGC 158A,178.745250,12.840000,LEO,GX,nan,
FGC 129A,161.269200,19.445200,LEO,GX,nan,
FGC 123A,156.005700,11.906600,LEO,GX,nan,
FGC 128A,161.234550,21.673650,LEO,GX,16.64,
FGC 163A,182.590500,13.476110,COM,GX,18.49,
FGC 185A,199.208550,10.544700,VIR,GX,nan,
FGC 199A,212.129250,11.114250,BOO,GX,nan,
FGC 197A,211.774950,20.975900,BOO,GX,nan,
FGC 210A,221.254200,17.657900,BOO,GX,nan,
FGC 209A,220.516200,28.718300,BOO,GX,nan,
FGC 232A,235.986900,13.860950,SER,GX,nan,
FGC 252A,268.959000,24.823500,HER,GX,17.18,
FGC 262A,319.373400,14.259800,PEG,GX,nan,
FGC 264A,325.623750,15.833060,PEG,GX,18.44,S?
FGC 247A,256.040100,29.915900,HER,GX,nan,
FGC 223A,228.577350,27.306750,BOO,GX,nan,
FGC 287A,357.626250,29.257000,PEG,GX,nan,
FGC 274A,344.262000,25.727300,PEG,GX,nan,
FGC 276A,344.818350,20.575800,PEG,GX,nan,
FGC 285A,350.879550,17.422340,PEG,GX,14.59,Sbc
FGC 283A,350.473800,15.236800,PEG,GX,17.47,
FGC 286A,351.570900,29.254630,PEG,GX,17.23,
FGC 270A,336.864450,22.903200,PEG,GX,nan,
FGC 211A,221.448750,27.021500,BOO,GX,nan,
FGC 1710,211.180350,14.280440,BOO,GX,15.59,Sc
FGC 1306,176.600100,13.827340,LEO,GX,16.27,IAB
FGC 171A,186.974550,28.634150,COM,GX,17.02,Sc
FGC 51,7.284900,15.899060,PSC,GX,16.71,Sm
FGC 1570,197.497500,23.237800,COM,GX,17.15,Sd
FGC 1717,212.473500,20.310020,BOO,GX,16.70,Sd
FGC 1322,178.314150,11.634090,LEO,GX,16.39,Scd
FGC 1285,174.404400,16.556170,LEO,GX,14.82,SBc
FGC 1518,193.510350,29.603730,COM,GX,14.77,Sb
FGC 2140,262.239150,29.307820,HER,GX,16.32,Sc
FGC 661,117.065850,28.715320,GEM,GX,17.38,Sc
FGC 672,118.181250,24.122160,GEM,GX,16.47,Sc
FGC 720,122.546700,24.892970,CNC,GX,15.55,SABc
FGC 175A,191.603400,11.949510,VIR,GX,17.69,Sc
FGC 749,126.150300,22.019920,CNC,GX,16.63,Sc
FGC 2441,344.803200,13.605540,PEG,GX,14.89,Scd
FGC 46,6.762150,11.583800,PSC,GX,14.11,Sc
FGC 102,13.361100,29.270330,PSC,GX,14.25,Sb
FGC 317,39.067200,25.423830,ARI,GX,13.69,Sc
FGC 592,103.299450,27.080090,GEM,GX,15.37,Sbc
FGC 620,109.472100,24.755990,GEM,GX,15.86,Sc
FGC 615,109.178700,29.854880,GEM,GX,14.51,Sc
FGC 626,110.583450,17.286840,GEM,GX,15.11,Sc
FGC 1403,184.391700,22.540290,COM,GX,13.79,Scd
FGC 2131,261.570450,11.317660,OPH,GX,16.16,Sd
FGC 2164,267.674250,14.821790,HER,GX,15.29,Sc
FGC 2188,272.911050,25.657640,HER,GX,15.38,Sc
FGC 2217,279.477000,17.533950,HER,GX,15.39,Sc
FGC 2220,280.200300,23.684170,HER,GX,15.27,Sbc
FGC 2235,285.901800,27.606670,LYR,GX,15.46,Sc
FGC 2291,313.550700,17.779350,DEL,GX,15.57,Sc
FGC 2296,314.772450,11.281390,EQU,GX,15.92,Sc
FGC 2330,323.641950,18.950820,PEG,GX,15.88,Sbc
FGC 2431,343.833600,28.346370,PEG,GX,16.41,Sc
FGC 455,57.312150,16.084660,TAU,GX,17.32,Sc
FGC 2135,261.848700,13.662910,OPH,GX,17.75,Sc
FGC 2203,276.568350,25.332530,HER,GX,17.34,Sc
FGC 632,112.208400,28.388890,GEM,GX,17.15,Sc
FGC 634,113.354100,20.454650,GEM,GX,16.81,Scd
FGC 1953,237.172200,21.869520,SER,GX,15.21,Sbc
FGC 785,130.816500,13.085770,CNC,GX,14.67,Sb
FGC 5,1.658700,17.284170,PEG,GX,16.77,Sd
FGC 101,13.288950,21.926670,AND,GX,16.28,Sc
FGC 161,21.124950,15.767460,PSC,GX,15.82,Sc
FGC 275,34.563300,13.204330,ARI,GX,15.18,SBc
FGC 225,30.104700,15.963530,ARI,GX,16.80,Sd
FGC 474,64.774800,26.179990,TAU,GX,15.66,Sc
FGC 621,109.494150,26.647440,GEM,GX,16.85,Sc
FGC 694,119.913900,26.552780,GEM,GX,15.63,Sc
FGC 840,136.782450,28.316120,CNC,GX,16.65,SABc
FGC 870,139.582650,17.753330,CNC,GX,15.78,Sc
FGC 992,150.399150,21.607500,LEO,GX,15.95,Sc
FGC 1008,151.246950,21.538250,LEO,GX,16.20,Sc
FGC 1037,153.385200,20.175380,LEO,GX,15.11,Sb
FGC 1103,159.056850,22.080440,LEO,GX,16.57,Sab
FGC 1174,164.690250,25.140910,LMI,GX,15.26,Sc
FGC 1333,178.944300,29.941410,UMA,GX,15.98,SBb
FGC 1621,201.895500,15.189290,COM,GX,16.11,Sc
FGC 1656,205.353750,13.856060,BOO,GX,16.23,Sc
FGC 1692,209.671800,12.594370,BOO,GX,16.01,Sc
FGC 1687,209.415600,25.774310,BOO,GX,15.50,Sc
FGC 1846,225.794400,21.539400,BOO,GX,16.07,Sc
FGC 1943,236.121600,11.549520,SER,GX,15.32,Sb
FGC 1968,238.761000,10.937230,SER,GX,16.32,Sc
FGC 2040,247.433850,11.847110,HER,GX,16.17,Sc
FGC 2181,271.255200,20.039800,HER,GX,16.79,Sc
FGC 2199,275.532150,21.177390,HER,GX,16.71,Sd
FGC 2313,318.593100,15.244130,PEG,GX,15.56,Sb
FGC 2372,332.891700,29.859620,PEG,GX,16.68,Sbc
FGC 2471,348.430800,29.010690,PEG,GX,14.87,Sc
FGC 1273,173.479650,19.359950,LEO,GX,16.12,Sc
FGC 2408,340.260000,19.336710,PEG,GX,16.77,Sc
FGC 603,107.455800,23.716500,GEM,GX,17.77,Sc
FGC 684,118.919100,28.742110,GEM,GX,17.33,Scd
FGC 901,143.003250,12.261870,LEO,GX,17.19,Scd
FGC 1110,159.616200,10.187220,LEO,GX,16.88,Sc
FGC 1095,158.316300,28.352870,LMI,GX,17.45,Scd
FGC 1198,167.124750,10.820090,LEO,GX,17.07,Sc
FGC 1237,170.723850,26.604920,LEO,GX,17.23,Scd
FGC 913,144.127350,15.548810,LEO,GX,17.00,Scd
FGC 1395,184.048650,13.992300,COM,GX,17.19,SBc
FGC 1544,195.876300,10.432450,VIR,GX,17.33,Sc
FGC 1674,207.512250,15.902930,BOO,GX,16.59,Sc
FGC 1690,209.534100,28.857080,CVN,GX,17.21,Sc
FGC 1730,213.456000,26.482120,BOO,GX,16.75,SBc
FGC 1766,218.197950,28.392620,BOO,GX,17.06,Sc
FGC 1301,176.171850,14.765550,LEO,GX,17.03,Scd
FGC 2058,250.600050,20.013250,HER,GX,17.29,SBc
FGC 1813,222.270600,17.181420,BOO,GX,17.40,Sc
FGC 2530,355.809450,23.511880,PEG,GX,16.49,Sc
FGC 2370,332.744700,22.775190,PEG,GX,16.59,Sc
FGC 2478,349.042350,26.009860,PEG,GX,17.55,Scd
FGC 60A,55.359450,13.572400,TAU,GX,16.55,Sc
FGC 89A,115.656450,26.614960,GEM,GX,nan,
FGC 125A,159.369600,12.396110,LEO,GX,nan,
FGC 206A,218.569500,12.514090,BOO,GX,17.62,Sbc
FGC 215A,224.135250,14.283910,BOO,GX,nan,
FGC 736,123.996150,23.199600,CNC,GX,14.07,Sbc
FGC 99A,123.184650,22.907340,CNC,GX,17.03,Sb
FGC 756,126.523200,21.667570,CNC,GX,16.18,Sc
FGC 16,2.609700,28.988070,AND,GX,15.74,Sc
FGC 303,37.475250,25.256380,ARI,GX,15.19,Sc
FGC 309,37.967550,19.153080,ARI,GX,14.87,Sc
FGC 59,7.899300,14.612470,PSC,GX,15.84,Sc
FGC 85,11.306850,10.502580,PSC,GX,16.57,Sc
FGC 91,12.259050,28.218160,AND,GX,15.22,Sc
FGC 1265,172.843050,23.115020,LEO,GX,15.53,Scd
FGC 1276,173.730000,16.115910,LEO,GX,15.81,Sc
FGC 1323,178.390200,10.877720,LEO,GX,15.79,Sbc
FGC 1332,178.925850,24.920270,LEO,GX,16.78,Sd
FGC 1737,214.196550,23.002590,BOO,GX,15.31,Sc
FGC 203A,214.991550,11.962080,BOO,GX,16.19,Sc
FGC 1801,220.914300,11.139280,BOO,GX,15.71,SABc
FGC 1970,238.938750,24.493910,SER,GX,15.74,Sbc
FGC 2054,249.839700,29.369720,HER,GX,17.11,SBbc
FGC 2167,268.164450,29.059030,HER,GX,15.71,Sb
FGC 2196,274.373700,18.903530,HER,GX,15.68,Scd
FGC 2400,339.306150,11.950630,PEG,GX,16.42,Sc
FGC 2473,348.491550,24.895210,PEG,GX,16.12,Sc
FGC 1571,197.677950,21.366860,COM,GX,17.32,Scd
FGC 6A,4.940400,15.858190,PSC,GX,17.73,Sc
FGC 68,9.539250,11.250560,PSC,GX,17.27,Sc
FGC 27,3.980850,16.003640,PSC,GX,16.86,Sc
FGC 157,20.836050,14.266260,PSC,GX,17.30,Scd
FGC 130,17.725500,14.281660,PSC,GX,17.39,Scd
FGC 205,28.382100,18.385000,ARI,GX,16.70,Sd
FGC 270,34.252050,14.479670,ARI,GX,16.70,Sc
FGC 277,34.953750,18.983610,ARI,GX,17.50,Scd
FGC 456,58.068450,13.405340,TAU,GX,16.54,Sc
FGC 854,138.135750,17.978290,CNC,GX,17.46,SBc
FGC 1063,156.155250,11.908040,LEO,GX,17.03,Sd
FGC 623,109.711650,13.524170,GEM,GX,16.53,Sd
FGC 1554,196.435800,25.384990,COM,GX,17.07,SBc
FGC 1773,218.954550,12.144830,BOO,GX,17.45,Sc
FGC 1978,240.522300,18.648850,HER,GX,17.65,Scd
FGC 2055,249.939000,29.520450,HER,GX,17.57,Sc
FGC 2185,272.024250,16.579080,HER,GX,16.73,Sc
FGC 2292,313.728600,17.660670,DEL,GX,17.00,Sc
FGC 2323,320.924400,19.128980,PEG,GX,17.03,Scd
FGC 2376,333.703500,14.468320,PEG,GX,17.36,Sc
FGC 2483,349.478100,22.752990,PEG,GX,16.64,Sc
FGC 2456,346.298400,25.219870,PEG,GX,17.69,Scd
FGC 27A,31.045800,10.455880,PSC,GX,17.41,
FGC 69A,64.728600,17.776240,TAU,GX,11.40,Sc
FGC 146A,167.987250,27.269760,LEO,GX,17.64,
FGC 172A,189.509550,28.986390,COM,GX,18.31,
FGC 214A,223.951350,28.814800,BOO,GX,nan,
FGC 265A,325.940100,10.125880,PEG,GX,nan,
FGC 236,31.292550,24.666220,ARI,GX,17.20,Sm
FGC 292,36.606750,22.995830,ARI,GX,16.33,Sc
FGC 266,33.835800,22.006200,ARI,GX,15.70,Sc
FGC 755,126.448350,28.118180,CNC,GX,15.61,SBc
FGC 762,127.634100,19.739780,CNC,GX,16.59,Sc
FGC 763,127.668600,20.599770,CNC,GX,16.00,Sc
FGC 1018,151.987950,13.227360,LEO,GX,16.20,Sc
FGC 1040,153.590550,22.124840,LEO,GX,15.57,Sc
FGC 1239,171.021450,24.615440,LEO,GX,15.75,SBbc
FGC 1271,173.432850,17.396210,LEO,GX,15.69,Sbc
FGC 1299,175.845150,10.801370,LEO,GX,16.29,Sc
FGC 1254,172.259850,17.231940,LEO,GX,15.22,Sc
FGC 1648,204.722850,14.743720,BOO,GX,15.63,Sbc
FGC 2184,271.759200,20.488220,HER,GX,15.59,I
FGC 2204,277.024650,22.709740,HER,GX,16.88,Sc
FGC 2314,318.937650,17.359430,PEG,GX,16.46,Sc
FGC 2350,328.149750,28.306380,PEG,GX,15.31,Sc
FGC 2379,333.870900,19.220560,PEG,GX,15.52,Sc
FGC 2433,344.007600,12.766610,PEG,GX,15.84,Sb
FGC 2486,349.877100,16.074840,PEG,GX,15.32,Sc
FGC 1693,209.822250,24.998600,BOO,GX,17.36,Sc
FGC 209,28.899150,16.809830,ARI,GX,17.05,Sc
FGC 618,109.350600,22.513110,GEM,GX,16.56,Sc
FGC 1256,172.280850,25.791470,LEO,GX,16.86,Sc
FGC 2006,243.685650,27.861570,CRB,GX,16.69,Sc
FGC 1287,174.796350,19.585680,LEO,GX,16.53,Sc
FGC 358,43.598700,11.747390,ARI,GX,15.78,Sc
FGC 1215,168.621300,22.490140,LEO,GX,15.95,Sc
FGC 1179,165.099150,16.692210,LEO,GX,15.31,Sbc
FGC 1356,181.039800,20.184750,COM,GX,15.76,Sc
FGC 842,136.912500,28.635930,CNC,GX,16.70,Scd
FGC 1048,154.457550,19.463460,LEO,GX,16.90,Sc
FGC 1111,159.698250,29.114130,LMI,GX,16.49,Sc
FGC 1574,197.983500,11.096870,VIR,GX,16.65,Sc
FGC 1688,209.436750,25.600800,BOO,GX,18.00,Sc
FGC 1927,234.630600,21.823780,SER,GX,16.89,Sc
FGC 734,123.838950,21.558240,CNC,GX,15.84,SBc
FGC 1553,196.362000,25.191160,COM,GX,17.21,Scd
FGC 1986,241.428000,22.456590,SER,GX,16.81,Sc
FGC 660,117.009600,28.405060,GEM,GX,16.08,Scd
FGC 718,122.264250,16.676140,CNC,GX,16.15,Scd
FGC 726,123.265350,24.566980,CNC,GX,16.70,SBc
FGC 772,129.150750,25.137020,CNC,GX,16.00,SBc
FGC 783,130.421850,18.860000,CNC,GX,15.74,Sbc
FGC 792,131.648100,19.018660,CNC,GX,15.44,Sc
FGC 810,133.502250,18.682310,CNC,GX,15.69,Sc
FGC 817,134.133150,21.378060,CNC,GX,16.28,Sc
FGC 844,137.024100,20.503500,CNC,GX,15.72,Sbc
FGC 850,137.790600,19.667970,CNC,GX,15.87,Sc
FGC 879,140.350800,19.566590,CNC,GX,15.80,SBb
FGC 891,141.353400,11.073940,LEO,GX,16.32,Sc
FGC 888,141.308700,12.156060,LEO,GX,16.33,Sd
FGC 914,144.271950,13.894220,LEO,GX,15.87,Sc
FGC 919,144.941700,20.999770,LEO,GX,16.40,Sc
FGC 939,146.724750,23.023310,LEO,GX,16.40,SBc
FGC 942,146.840100,25.746090,LEO,GX,15.79,Sc
FGC 952,147.357750,14.657340,LEO,GX,15.69,Sc
FGC 969,148.665600,29.716240,LEO,GX,16.85,Sc
FGC 976,149.149800,20.645630,LEO,GX,15.36,Sc
FGC 996,150.528600,17.822970,LEO,GX,16.09,Sbc
FGC 1014,151.556250,14.701860,LEO,GX,16.22,Sb
FGC 1031,152.972100,16.440140,LEO,GX,14.63,Sc
FGC 1064,156.424350,11.739190,LEO,GX,14.99,Sbc
FGC 1072,156.933600,27.143530,LEO,GX,16.52,Sbc
FGC 1076,157.243650,27.649620,LEO,GX,16.59,Sc
FGC 1082,157.575750,22.730320,LEO,GX,16.45,Sc
FGC 1115,159.991350,15.598550,LEO,GX,16.34,Sc
FGC 127A,160.983450,28.147170,LMI,GX,16.35,Scd
FGC 135A,162.816000,27.848720,LMI,GX,15.36,Sbc
FGC 1147,163.139250,10.019100,LEO,GX,15.73,Sc
FGC 1149,163.281750,25.659590,LMI,GX,16.28,Sc
FGC 1150,163.410600,26.909870,LMI,GX,15.64,Sbc
FGC 1154,163.560300,21.132580,LEO,GX,16.01,Sb
FGC 1162,164.141250,20.398300,LEO,GX,16.61,Sc
FGC 1201,167.718000,28.270960,LEO,GX,16.79,Sb
FGC 1209,168.210300,23.256550,LEO,GX,15.95,Sc
FGC 154A,174.072900,29.783800,UMA,GX,16.50,SBbc
FGC 1293,175.717650,26.540650,LEO,GX,15.59,Sab
FGC 1298,175.844700,16.485290,LEO,GX,15.01,Sb
FGC 1312,177.348450,26.741430,LEO,GX,14.89,Sc
FGC 1313,177.483750,28.982500,UMA,GX,16.28,Sbc
FGC 1319,177.736950,21.197260,LEO,GX,16.31,Sc
FGC 1321,177.968850,18.546200,LEO,GX,16.14,Sc
FGC 1325,178.476600,20.749520,LEO,GX,16.12,Sc
FGC 1340,179.447850,22.019970,LEO,GX,16.99,Sc
FGC 1341,179.486700,22.190320,LEO,GX,16.46,Sc
FGC 1350,180.500700,24.335340,COM,GX,17.31,SBc
FGC 1354,180.839700,29.419820,UMA,GX,15.17,Sbc
FGC 1355,180.957000,29.715580,UMA,GX,15.88,Sc
FGC 1369,181.827000,20.583710,COM,GX,16.02,Sd
FGC 1379,182.654100,18.828390,COM,GX,14.73,Sc
FGC 1397,184.134300,29.822550,COM,GX,16.62,Sc
FGC 1404,184.407000,16.727460,COM,GX,15.70,SBc
FGC 1410,184.813800,25.930310,COM,GX,16.61,Sbc
FGC 1463,188.715150,27.645790,COM,GX,17.23,Sc
FGC 1470,189.070800,20.998650,COM,GX,16.22,SBc
FGC 1499,191.798700,26.713360,COM,GX,15.70,Sc
FGC 1526,194.322600,14.219910,VIR,GX,16.04,Sc
FGC 1545,195.968550,10.972400,VIR,GX,16.18,SABc
FGC 1606,200.709150,19.690770,COM,GX,15.98,Sc
FGC 1610,201.104550,17.092960,COM,GX,16.07,Sc
FGC 1616,201.528600,21.939420,COM,GX,16.41,Sc
FGC 1620,201.878100,20.880930,COM,GX,15.36,Sbc
FGC 1667,206.631000,23.122060,BOO,GX,16.38,Sbc
FGC 1685,209.169300,20.171480,BOO,GX,15.84,SBbc
FGC 1711,211.213500,10.809030,BOO,GX,16.60,SBc
FGC 1725,213.067800,29.907470,BOO,GX,16.75,Sc
FGC 1778,219.367800,21.969580,BOO,GX,16.41,Sc
FGC 208A,219.573750,12.034360,BOO,GX,16.17,E
FGC 1792,220.185300,14.363360,BOO,GX,16.18,Sc
FGC 1795,220.311600,10.056750,BOO,GX,16.67,Sc
FGC 212A,221.855700,29.913240,BOO,GX,15.73,Sbc
FGC 1817,222.597450,10.327740,BOO,GX,15.66,Sb
FGC 1828,223.968150,24.719600,BOO,GX,15.80,Sb
FGC 1848,226.006500,18.650410,BOO,GX,16.78,Sd
FGC 220A,227.865150,12.351110,SER,GX,17.05,Sbc
FGC 1873,228.950550,18.378410,SER,GX,15.75,Sb
FGC 1890,230.629050,19.261340,SER,GX,15.68,Sc
FGC 1897,231.392100,18.277320,SER,GX,14.59,Sbc
FGC 1912,233.499000,15.960410,SER,GX,16.20,Sc
FGC 1921,233.915250,12.606380,SER,GX,15.13,Sc
FGC 1928,234.805950,14.177030,SER,GX,16.03,Sc
FGC 1971,239.554800,13.168860,SER,GX,16.20,Sc
FGC 1975,240.309600,14.078770,SER,GX,16.46,Sb
FGC 240A,243.186600,28.285590,CRB,GX,15.25,Sc
FGC 2009,243.870150,18.904790,HER,GX,14.92,SBc
FGC 2018,244.624800,22.163410,HER,GX,15.71,Sbc
FGC 2027,245.589450,13.853840,HER,GX,16.18,Sc
FGC 2084,253.742700,22.148410,HER,GX,16.07,Sbc
FGC 1505,192.349050,29.320780,COM,GX,16.99,Sc
FGC 237A,241.090800,18.138770,HER,GX,17.00,Sbc
FGC 1924,234.306000,19.886710,SER,GX,16.90,Sc
FGC 1434,186.509550,25.794950,COM,GX,16.49,Scd
FGC 687,119.110650,18.262450,CNC,GX,16.75,SBc
FGC 691,119.563950,29.554060,GEM,GX,17.23,Sc
FGC 698,120.232650,29.922590,GEM,GX,17.66,Sc
FGC 686,118.951650,18.735030,CNC,GX,16.67,Sc
FGC 719,122.280600,19.578430,CNC,GX,16.59,Sc
FGC 643,114.241200,27.013490,GEM,GX,17.61,Scd
FGC 744,125.417250,10.334480,CNC,GX,17.14,Scd
FGC 765,128.001300,19.566480,CNC,GX,17.54,Sc
FGC 771,129.032550,29.256550,CNC,GX,17.64,Sc
FGC 778,130.000650,21.557760,CNC,GX,17.12,Sc
FGC 729,123.322350,20.965730,CNC,GX,17.08,Sc
FGC 788,131.088900,29.102540,CNC,GX,17.17,Scd
FGC 812,133.543050,11.149160,CNC,GX,16.68,Sc
FGC 815,133.973850,20.375560,CNC,GX,17.22,Sc
FGC 828,135.785100,17.659960,CNC,GX,16.69,SBc
FGC 835,136.450050,12.986400,CNC,GX,17.03,SBc
FGC 846,137.267100,10.154780,CNC,GX,17.14,Sc
FGC 859,138.535350,29.742250,CNC,GX,17.45,Scd
FGC 883,140.779950,22.692270,LEO,GX,15.99,Sc
FGC 807,133.460850,29.111650,CNC,GX,16.86,Sc
